"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,3.84543142993437,3.80526618058889,1388.9,115,116,365,211196.53544386,84.8861341070348,2.41245282379648,0.883459748965517
2,3.27121895769834,3.27276951231735,1194.6,14.7223894487126,116,365,62526.7016212464,139.133728516622,2.41245282379648,1.11965123918586
3,3.15929070600962,3.18611217965862,1162.9,15.1828305156542,116,365,48487.3174757074,120.32544413954,2.41245282379648,1.18176158444943
4,3.16505836983057,3.2109213802521,1171.9,13.2890454159524,116,365,44895.8510590905,125.292402755157,2.41245282379648,1.95450572143873
5,3.21174151534223,3.25147563948967,1186.8,4.23513768134863,116,365,39550.0646388613,262.531106238321,2.41245282379648,1.51162027660146
6,3.18463476352687,3.230496945906,1179.1,4.99452026889006,116,365,35619.9411999436,217.157320886216,2.41245282379648,1.45843046212133
7,3.15904155966165,3.21055234796575,1171.8,4.62281142850498,116,365,36153.1301318404,233.020967116261,2.41245282379648,1.50755992540639
8,3.17015245779466,3.20337434304987,1169.2,5.91561206003282,116,365,38422.2598646622,197.885295748401,2.41245282379648,1.33700753649212
9,3.29041873670683,3.32422067395932,1213.3,4.44360436066921,116,365,36139.4441866375,240.830709754606,2.41245282379648,1.74993597722218
10,3.14784502044263,3.18558569672278,1162.7,4.53179431746969,116,365,36014.7369482797,236.46633105327,2.41245282379648,1.61594398283314
11,3.10923296241152,3.15464787806169,1151.6,4.65937126630954,116,365,34330.7157666475,225.593953425547,2.41245282379648,2.49280387557478
12,3.02191918127152,2.98246113711982,1088.5,3.67548468874487,116,365,36823.2621378128,287.852206507595,2.41245282379648,2.21280884888784
13,3.08704530334753,3.14266466000099,1147.2,4.76830425262187,116,365,34670.3601047887,222.436577862436,2.41245282379648,1.93461851625205
14,3.88417400958867,3.93962634512701,1438,4.468028137766,161,491,37968.4812784894,245.708256805628,3.79198303899804,2.80556082027574
