"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,1.38061353045466,1.38058330276241,505.3,359,360,366,2296.60297721694,4.97405328669006,1.95847292998179,1.8890596117037
2,1.37561327860595,1.3756130274709,503.5,271.062831592251,360,366,2238.55142271814,5.65770194565025,1.95847292998178,1.8928663976594
3,1.44149556351386,1.44167099787342,527.7,216.55211838157,360,366,2028.94762613965,6.03304038518891,1.95847292998178,1.91371258090884
4,1.38031441158742,1.38027122405826,505.2,43.309397734402,360,366,2013.35096699381,13.7473369143341,1.95847292998178,1.88776217875126
5,1.44126311153463,1.44144586150487,527.5,221.046807937762,360,366,1953.18105556246,5.85816417315227,1.95847292998178,1.90205330388764
6,1.37367221456512,1.37367483945715,502.8,142.335010200863,360,366,1774.66131993767,6.98004522360613,1.95847292998179,1.90312653534081
7,1.37345849029463,1.37344754418125,502.7,111.220138994483,360,366,1776.2235308712,7.91874446252722,1.95847292998179,1.91869637288311
8,1.4014331781116,1.40152270508157,512.9,58.8935105336108,360,366,1606.11877181056,10.4500320917826,1.95847292998179,1.94931023111606
9,1.43748078286712,1.43767510051233,526.2,46.5410994824511,360,366,1427.44853836311,11.1441493771453,1.95847292998179,1.9171722869291
10,1.43887720039236,1.43908061987674,526.7,41.6115160826658,360,366,1644.95706840937,12.6919805010987,1.95847292998179,1.93750696463489
11,1.37494747465849,1.37489320338185,503.3,60.6292473708239,360,366,1599.95037902895,10.2733984519887,1.95847292998179,1.921710253961
12,1.39974830568174,1.3998190167443,512.2,69.6639530669658,360,366,1367.20221915134,8.83628062270013,1.95847292998179,1.94221494359809
13,1.39961529016033,1.39969318400963,512.3,45.3317856100149,360,366,1511.88099469617,11.6292425119309,1.95847292998179,1.94877286663487
14,1.39994175448353,1.40003656934419,512.6,90.8519350934218,360,366,1342.04619471286,7.63462814054471,1.95847292998179,1.94438584829714
