"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,4.91506182146486,4.91653062179864,1794.5,341,342,365,63528.597787452,26.8472427804467,4.32613079861187,4.35154560109162
2,4.81485305343564,4.81504969740949,1757.5,109.148800868074,342,365,49615.3681966398,42.2560119045434,4.32613079861187,4.2411408974671
3,4.84880250342242,4.85008476363261,1770.2,77.170267188162,342,365,39915.7893940322,45.2854632844471,4.32613079861187,4.26924612687566
4,4.88409372029365,4.88706117117119,1783.8,53.2443725846162,342,365,32659.001883636,49.6699820319908,4.32613079861187,4.32053897158438
5,4.85777018219408,4.85984783898596,1773.8,36.0512768191551,342,365,30554.2307617815,59.0394066806384,4.32613079861187,4.31979613626821
6,4.85936508319328,4.86105187061186,1774.1,42.0798646390307,342,365,32706.7691222257,56.2595146561656,4.32613079861187,4.24250255956905
7,4.88634662936539,4.88938834187271,1784.6,46.8786660177256,342,365,32198.6492331826,52.7269729647496,4.32613079861187,4.25282566138831
8,4.84655289083564,4.84838148445388,1769.8,47.5056511480214,342,365,33828.1333715981,53.6681138526164,4.32613079861187,4.21563464915524
9,4.86703573678278,4.86926575234353,1777.2,39.0624547896921,342,365,33540.5872507681,59.2669925155191,4.32613079861187,4.19409525053709
10,4.81500396914937,4.81667358257658,1758,35.5067998185906,342,365,30322.7880731527,59.2961353188614,4.32613079861187,4.38060723599391
11,4.87452871876113,4.87659279285757,1779.9,24.224322216158,342,365,29239.7550494729,71.6698707489183,4.32613079861187,4.27545975986849
12,4.85749731347521,4.85969481488599,1773.9,45.58148997813,342,365,32089.014766852,53.4210968378786,4.32613079861187,4.35706805762034
13,4.89429391476113,4.89723130526521,1787.6,41.5491443111134,342,365,31285.8975241519,55.3951381179674,4.32613079861187,4.21329294796144
14,4.84866373247347,4.85071827175522,1770.5,33.7049580630389,342,365,28950.0436020569,59.5790708509801,4.32613079861187,4.39555847987074
