"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,6383.81919773122,6383.6984636493,2336433.6,359,360,366,55850245743.4916,24529.0097567539,1.95847292998179,1.8890596117037
2,6317.91119601222,6317.6984075581,2312277.6,134.800971940355,360,366,46535789828.8059,36746.1251182075,1.95847292998178,1.88902626514903
3,6317.45635073488,6317.24055380877,2312110,13.6925273061484,360,366,40061332152.9609,116257.434657104,1.95847292998178,1.88737264239564
4,6311.73079503367,6311.56087593891,2310031.3,9.06639145710358,360,366,37127757349.7524,144600.677690472,1.95847292998179,1.89536080467711
5,6243.53941840485,6243.40040208981,2285084.6,19.0139900540987,360,366,37045519165.6473,92381.243537272,1.95847292998178,1.92287701824301
6,6251.97169744377,6251.8529229257,2288178.3,9.22038648894184,360,366,35907983502.042,140657.73625101,1.95847292998178,1.91800261969632
7,6280.90185129245,6280.79694976706,2298771.7,4.86267810750299,360,366,33082138213.677,213840.315715664,1.95847292998179,1.96272919800284
8,6232.67133289449,6233.01259921438,2281282.6,6.11467870645263,360,366,33381037794.9469,179974.175991933,1.95847292998178,1.91480328861258
9,6235.18159796082,6235.19102453677,2282079.8,8.1355661434752,360,366,33944438229.7162,148522.495090272,1.95847292998179,1.91892558120202
10,6227.36816992707,6227.21590276736,2279161.2,6.43763981482428,360,366,31262632200.4304,167746.129798663,1.95847292998178,1.90593627412226
11,6278.81495822351,6278.68733090683,2297999.6,3.9041559147864,360,366,32418890587.824,255470.797399626,1.95847292998179,1.9453280156863
12,6241.94932281718,6241.811630579,2284503.1,5.5329108688416,360,366,31800278564.0175,189368.646993366,1.95847292998178,1.97157010280495
13,6269.92389463127,6269.86158001817,2294769.3,6.41169163882678,360,366,31198648185.7568,168064.993087482,1.95847292998178,1.970075503391
14,6221.55099984522,6220.89320875073,2276846.9,5.21323423725956,360,366,30829606509.3502,195272.197198842,1.95847292998179,1.90813370851959
