"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,25302.3809342242,25422.7095093385,9279289,42,43,365,2084195717768.85,449555.535130329,5.87602886553425,5.33915239590698
2,24633.0492207999,24724.9394090171,9024602.9,31.2553612990223,43,365,1519820494942.39,449590.025198138,5.87602886553425,5.33438397901423
3,23216.9623635829,23032.9198226086,8407015.8,11.6188938284156,43,365,961737284773.264,629141.10329497,5.87602886553425,5.02375950099571
4,23640.0672164038,23466.5252463867,8565281.7,8.86315190652845,43,365,872638965884.49,711490.47433567,5.87602886553425,5.24759297588656
5,25663.7240250657,25556.887574787,9328264.1,12.1852282107054,43,365,701289302439.544,521819.154751805,5.87602886553425,5.09917754500389
6,24839.5256979054,24630.1736118541,8990013.3,2.79282954696413,43,365,446806299534.492,1328033.58901492,5.87602886553425,5.07613230132644
7,25246.2393102336,25093.7579154334,9159221.6,7.99755407270102,43,365,572163030292.451,616828.60498846,5.87602886553425,5.04395507135854
8,25183.9852131155,25000.4652452904,9125169.8,6.78030493537196,43,365,432038486684.176,600839.261267534,5.87602886553425,5.34932427704379
9,25732.9934949795,25718.955588967,9387418.7,7.52043141516947,43,365,414063903033.521,547158.881754481,5.87602886553425,5.40658567367139
10,25394.2328047056,25279.6097300515,9227057.6,2.47255501628337,43,365,400283657731.776,1449772.11567886,5.87602886553425,5.17551330543996
11,26476.6273780535,26459.0020616051,9657535.7,4.66965123786101,43,365,465621998874.501,829299.212687967,5.87602886553425,5.23725805151269
12,25312.7753123257,25122.7320267871,9169797.2,6.65160468676609,43,365,1471919041187.64,1124269.02291955,5.87602886553425,6.10404163523507
