"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,19335.2803290289,19336.6586647252,7057880.4,341,342,365,88642563858.0634,31712.9183798677,4.32613079861187,4.35154560109162
2,19105.7561877454,19105.426719162,6973480.8,259.812232206706,342,365,59765757041.6227,29865.6707260154,4.32613079861187,4.25316526113834
3,19287.4019395539,19287.4146367735,7039906.4,179.140433213867,342,365,47505960657.526,32134.3290850194,4.32613079861187,4.25670622047262
4,19138.4425895334,19138.3011141873,6985479.9,149.236305530656,342,365,45728881160.5286,34589.3379606893,4.32613079861187,4.25184844294825
5,18971.0974471899,18971.2853127648,6924519.1,172.889506683403,342,365,31444679955.7989,26618.7749663804,4.32613079861187,4.23454017508453
6,18827.7338568307,18827.8505623126,6872165.4,149.079372982402,342,365,30382307543.8164,28209.1202697977,4.32613079861187,4.20415049449558
7,19528.8350595394,19529.1979432581,7128157.1,174.344656510627,342,365,32054520949.1292,26761.6921169234,4.32613079861187,4.26968666718828
8,18977.2435278532,18978.0324249217,6926981.9,48.3293972268416,342,365,27778365783.9033,48195.2658148268,4.32613079861187,4.22794170748225
9,18862.0063037423,18861.9342517661,6884605.8,158.233819654323,342,365,30206631771.1295,27288.7654259073,4.32613079861187,4.22827471803661
10,18823.1798762184,18823.5395048791,6870591.8,33.3880921439584,342,365,27181504027.5461,58024.3342007741,4.32613079861187,4.20227767689823
11,19224.1950271743,19224.8674410265,7017076.6,61.1818267671628,342,365,23750067148.8869,39395.2035688959,4.32613079861187,4.33621675567239
12,18725.6663123516,18726.5140077905,6835177.6,30.8592982958755,342,365,25816726409.1851,59001.6829965265,4.32613079861187,4.26109904080749
13,18844.9053007588,18844.844014449,6878368,62.0923678807394,342,365,26580850677.4886,41357.9574257993,4.32613079861187,4.18709177740172
14,19191.9857913235,19192.8718051109,7005398.1,31.566440161074,342,365,25267311936.4381,57660.3841501868,4.32613079861187,4.26467161967187
