"strata","strata.n","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,1,4760.09546737359,4759.64734899763,1737271.3,353,354,365,27170850698.2447,17254.5616591324,2.2361742695379,2.29183447305461
2,1,3232.2029101681,3232.26666251369,594737.1,181,182,184,248632.647654613,13456.1018218966,3.11691879424638,3.15116481462271
2,2,6384.48363206315,6385.24407112969,1155729.2,171,172,181,134754.836259379,10029.6393675661,1.34083176928177,1.38254306511628
3,1,1284.68165319196,1285.66183813147,106709.9,80,81,83,15097.7915725898,2269.11616035206,0.261869842987952,0.268322655407407
3,2,4972.12900620323,4972.12900620323,487268.6,97,98,98,163187.247559846,7977.8021299606,5.62545979319728,5.62545979319728
3,3,6284.7480582402,6285.48632457715,1156529.5,174,175,184,130683.600345738,9952.51868917513,1.3215943026087,1.36160119222857
4,1,1284.68165319196,1285.66183813147,106709.9,80,81,83,15097.7915725898,2269.11616035206,0.261869842987952,0.268322655407407
4,2,5687.3447928815,5687.3447928815,483424.3,84,85,85,216375.45015861,8578.92401364932,6.45407610227451,6.45407610227451
4,3,10208.325641808,10208.325641808,224583.2,21,22,22,3852690.50192363,19596.4676361836,1.51711546424242,1.51711546424242
4,4,5336.51752586539,5336.49568114883,933886.7,165,166,175,22720.5679474302,4054.62643352658,1.21425944289524,1.25061602088353
5,1,1284.68165319196,1285.66183813147,106709.9,80,81,83,15097.7915725898,2269.11616035206,0.261869842987952,0.268322655407407
5,2,5068.53791582664,5068.53791582664,486579.6,95,96,96,169995.29780067,8062.00956227194,5.73799639888889,5.73799639888889
5,3,13883.5638501683,13883.5638501683,83301.4,5,6,6,5712699.89420906,16486.1173742705,1.68414168,1.68414168
5,4,8551.13463773729,8551.13463773729,855113.5,99,100,100,286485.904271533,10673.9014217675,1.87693189333333,1.87693189333333
5,5,2734.48487044497,2734.61900198717,218769.5,70,71,80,2881.22249716512,1023.64580817835,0.572783971333333,0.576472882629108
6,1,6.76852248739473,6.7716931007282,318.3,44,45,47,0.0488361479059987,3.15570564518619,0.00136312255319149,0.00140010844444444
6,2,2953.07000003313,2953.07000003313,106310.5,35,36,36,81799.2110041034,3533.15071102183,0.601975839111111,0.601975839111111
6,3,5068.53791582664,5068.53791582664,486579.6,95,96,96,169995.29780067,8062.00956227194,5.73799639888889,5.73799639888889
6,4,24702.8906724941,24702.8906724941,197623.1,7,8,8,3901988.95877344,14123.6232596178,3.03762572666667,3.03762572666667
6,5,8075.0846393856,8075.0846393856,40375.4,4,5,5,160789.038109558,2783.28268881541,2.24269056,2.24269056
6,6,5302.805298912,5302.78416770615,917381.7,163,164,173,23082.7793468684,4065.19046966035,1.20292658096339,1.23910460650406
7,1,1284.68165319196,1285.66183813147,106709.9,80,81,83,15097.7915725898,2269.11616035206,0.261869842987952,0.268322655407407
7,2,4086.05366416842,4086.05366416842,208388.7,50,51,51,65879.7184844717,3718.31055016248,6.58393361568627,6.58393361568627
