"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,7862.06572248116,7879.49954152021,2876017.3,43,44,365,54138201996.1169,71557.8535009712,2.15967002472955,2.50028334109091
2,7784.37036071921,7770.63383800394,2836281.3,20.5133322146834,44,365,44532199570.2636,97035.2304327638,2.15967002472955,2.55004982006154
3,7765.75538797119,7768.2471038648,2835410.2,27.1467422258368,44,365,15404229145.7866,48864.4232385604,2.15967002472955,2.49822783946635
4,8090.18937869689,8100.67021270027,2956744.7,21.6956345805737,44,365,9591388151.45921,43640.5386999298,2.15967002472955,2.57111702260075
5,7727.75089246574,7749.51617556756,2828573.4,18.4522047681181,44,365,10732174241.0669,50578.6636932969,2.15967002472955,2.54380465740615
6,7703.05144817371,7708.94823272579,2813766.1,19.6557996150779,44,365,7946484711.57707,41989.1077658346,2.15967002472955,2.53079423270292
7,7707.23676722842,7739.76953140356,2825015.9,18.3893310100273,44,365,7935213814.53069,43576.0293902377,2.15967002472955,2.59996884933845
8,7779.64943598892,7816.53912065344,2853036.8,20.9217773898929,44,365,7080221959.73781,38265.3533061206,2.15967002472955,2.58697670990278
9,7848.08281501473,7888.44925157619,2879284.1,11.05207544571,44,365,5982167250.50698,51177.0047827959,2.15967002472955,2.28999598543781
10,7804.27989957163,7846.86486856854,2864105.6,13.0295341714767,44,365,6602757492.61636,48621.2407133426,2.15967002472955,2.4293565477158
11,7802.89778490961,7855.14064332868,2867126.3,12.7428582974662,44,365,7514058963.68218,52568.2319367301,2.15967002472955,2.46303366623562
12,7861.70252714523,7902.49505689086,2884410.8,5.24483711443211,44,365,10905569427.2593,115589.885307974,2.15967002472955,2.14480255026119
