"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,10979.4845422612,10937.8617045212,3992319.5,114,115,365,149069410714.792,71634.8950052639,2.41245282379648,0.868759424
2,10237.5735388072,10179.6568973459,3715574.8,111.57420830191,115,365,33822537081.6277,34498.9012398579,2.41245282379648,1.55695063244919
3,11944.7623129017,11959.7889584786,4365323,17.3505159246373,115,365,10653285645.4294,52199.0006854775,2.41245282379648,1.78364891619022
4,9976.22250028027,9964.30158809196,3636970.1,23.3720897926266,115,365,7303570547.42814,36536.3386850567,2.41245282379648,1.98301453575437
5,9910.86861569416,9879.21420646164,3605913.2,27.3632782797649,115,365,7016979785.54992,32836.950986881,2.41245282379648,2.18630627850151
6,9975.37739822223,9983.41801391193,3643947.5,17.6594100179105,115,365,5791257253.93025,38098.6007862105,2.41245282379648,1.79363442335243
7,9937.82509541024,9900.65950224572,3613740.8,25.3761782546918,115,365,6529658947.00345,33012.2962479648,2.41245282379648,2.05155759061918
8,10029.1348322434,10021.6840084876,3657914.8,14.1003685865267,115,365,5167506580.72882,41031.6945154066,2.41245282379648,2.00132281161644
9,9911.6685786865,9867.49707868194,3601636.4,25.5333314657083,115,365,4746045524.02879,28049.3229412445,2.41245282379648,1.93404623243105
10,9977.24107424263,9949.55147545843,3631586.4,22.4404835696493,115,365,5239591655.823,31653.430073998,2.41245282379648,2.17326112821187
11,10042.539238602,10030.3846379791,3661090.6,14.5330170773317,115,365,4843300670.85645,39019.7764277375,2.41245282379648,1.88205370607802
12,9872.92420740144,9839.65538839622,3591474.2,15.3446488182306,115,365,4923836787.49951,38106.5411370915,2.41245282379648,1.90817553846941
13,9925.45623469374,9902.93560015911,3614571.6,20.227837777463,115,365,5218126896.20951,33479.2551345979,2.41245282379648,1.69205607474947
14,9966.91427979675,9925.75857283138,3622901.9,16.1720973160611,115,365,5361660969.34694,38566.2571475451,2.41245282379648,2.07720278458447
