"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,7,31,NA,NA,NA,NA,NA,NA,NA,NA
1,4,7,19,31,NA,NA,NA,NA,NA,NA,NA
1,4,7,19,27,31,NA,NA,NA,NA,NA,NA
1,4,7,11,19,27,31,NA,NA,NA,NA,NA
1,4,7,11,14,19,27,31,NA,NA,NA,NA
1,4,7,11,14,19,24,28,31,NA,NA,NA
1,4,7,10,13,16,19,24,28,31,NA,NA
