"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,13,30,NA,NA,NA,NA,NA,NA,NA,NA
1,8,13,24,30,NA,NA,NA,NA,NA,NA,NA
1,8,13,16,24,30,NA,NA,NA,NA,NA,NA
1,8,13,16,20,24,30,NA,NA,NA,NA,NA
1,8,13,16,19,22,25,30,NA,NA,NA,NA
1,8,12,15,18,21,24,27,30,NA,NA,NA
1,4,8,12,15,18,21,24,27,30,NA,NA
