"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
7,3089.8998246386,3089.8998246386,92697,7.13910630306035,30,30,4880334.87039185,1947.38612164266,4.75978396919111,4.75978396919111
