"Date","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
"2002-12-22","40955.1375030682","40955.1375030682","40955.1375","0","1","1","1e+99","NaN","7.225881024","7.225881024"
"2002-12-23","24930.2799865037","24930.2799865037","24930.27999","0","1","1","1e+99","NaN","3.426899136","3.426899136"
"2002-12-24","17870.7878993756","17870.7878993756","17870.7879","0","1","1","1e+99","NaN","2.1456205696","2.1456205696"
"2002-12-25","14340.9970835528","14340.9970835528","14340.99708","0","1","1","1e+99","NaN","1.5673631968","1.5673631968"
"2002-12-26","12943.5323126723","12943.5323126723","12943.53231","0","1","1","1e+99","NaN","1.2837138112","1.2837138112"
"2002-12-27","12697.0138090598","12697.0138090598","12697.01381","0","1","1","1e+99","NaN","1.1899285696","1.1899285696"
"2002-12-28","12188.763041495","12188.763041495","12188.76304","0","1","1","1e+99","NaN","1.096143328","1.096143328"
"2002-12-29","9339.50346461798","9339.50346461798","9339.50346","0","1","1","1e+99","NaN","0.8170529472","0.8170529472"
"2002-12-30","109040.579384141","109040.579384141","109040.57938","0","1","1","1e+99","NaN","15.2974999136","15.2974999136"
"2002-12-31","84131.0377611264","84131.0377611264","84131.03776","0","1","1","1e+99","NaN","29.77794688","29.77794688"
"2003-01-01","118300.932100915","118300.932100915","118300.9321","0","1","1","1e+99","NaN","39.00922368","39.00922368"
"2003-01-02","85228.9122650112","85228.9122650112","85228.91227","0","1","1","1e+99","NaN","23.486803424","23.486803424"
"2003-01-03","49363.3383498547","49363.3383498547","49363.33835","0","1","1","1e+99","NaN","9.901818624","9.901818624"
"2003-01-04","30777.0819255706","30777.0819255706","30777.08193","0","1","1","1e+99","NaN","4.549377088","4.549377088"
"2003-01-05","22356.7470626734","22356.7470626734","22356.74706","0","1","1","1e+99","NaN","2.8004182528","2.8004182528"
"2003-01-06","18319.9754945618","18319.9754945618","18319.97549","0","1","1","1e+99","NaN","2.0808317312","2.0808317312"
"2003-01-07","41175.7986816","41175.7986816","41175.79868","0","1","1","1e+99","NaN","4.23619328","4.23619328"
"2003-01-08","14229.2066250609","14229.2066250609","14229.20663","0","1","1","1e+99","NaN","1.4358316608","1.4358316608"
"2003-01-09","25865.0914772091","25865.0914772091","25865.09148","0","1","1","1e+99","NaN","2.6445625856","2.6445625856"
"2003-01-10","45767.0103303168","45767.0103303168","45767.01033","0","1","1","1e+99","NaN","6.580257984","6.580257984"
"2003-01-11","62105.2149408768","62105.2149408768","62105.21494","0","1","1","1e+99","NaN","8.83059408","8.83059408"
"2003-01-12","52794.2818044979","52794.2818044979","52794.2818","0","1","1","1e+99","NaN","7.080474256","7.080474256"
"2003-01-13","42001.4872107418","42001.4872107418","42001.48721","0","1","1","1e+99","NaN","5.330354432","5.330354432"
"2003-01-14","55054.4355842458","55054.4355842458","55054.43558","0","1","1","1e+99","NaN","6.449434368","6.449434368"
"2003-01-15","45337.8278611354","45337.8278611354","45337.82786","0","1","1","1e+99","NaN","4.787804544","4.787804544"
"2003-01-16","32520.2200952832","32520.2200952832","32520.2201","0","1","1","1e+99","NaN","3.12617472","3.12617472"
"2003-01-17","29712.8449529365","29712.8449529365","29712.84495","0","1","1","1e+99","NaN","2.74533263786667","2.74533263786667"
"2003-01-18","26585.1968531988","26585.1968531988","26585.19685","0","1","1","1e+99","NaN","2.36449055573333","2.36449055573333"
"2003-01-19","23137.2757960704","23137.2757960704","23137.2758","0","1","1","1e+99","NaN","1.9836484736","1.9836484736"
"2003-01-20","8878.91142094848","8878.91142094848","8878.91142","0","1","1","1e+99","NaN","0.7446752064","0.7446752064"
"2003-01-21","7995.58117748122","7995.58117748122","7995.58118","0","1","1","1e+99","NaN","0.6784563696","0.6784563696"
"2003-01-22","9084.79922201395","9084.79922201395","9084.79922","0","1","1","1e+99","NaN","0.7446752064","0.7446752064"
"2003-01-23","9529.6651932672","9529.6651932672","9529.66519","0","1","1","1e+99","NaN","0.7808640768","0.7808640768"
"2003-01-24","9974.84383636071","9974.84383636071","9974.84384","0","1","1","1e+99","NaN","0.8170529472","0.8170529472"
"2003-01-25","7701.94415296512","7701.94415296512","7701.94415","0","1","1","1e+99","NaN","0.6459628416","0.6459628416"
"2003-01-26","7840.63539929088","7840.63539929088","7840.6354","0","1","1","1e+99","NaN","0.6772245888","0.6772245888"
"2003-01-27","8415.37174791168","8415.37174791168","8415.37175","0","1","1","1e+99","NaN","0.7109498976","0.7109498976"
"2003-01-28","8392.75221558067","8392.75221558067","8392.75222","0","1","1","1e+99","NaN","0.6928554624","0.6928554624"
"2003-01-29","9498.53012410368","9498.53012410368","9498.53012","0","1","1","1e+99","NaN","0.798958512","0.798958512"
"2003-01-30","9914.33522952807","9914.33522952807","9914.33523","0","1","1","1e+99","NaN","0.8351473824","0.8351473824"
"2003-01-31","9770.12304991027","9770.12304991027","9770.12305","0","1","1","1e+99","NaN","0.8170529472","0.8170529472"
"2003-02-01","9015.57103428403","9015.57103428403","9015.57103","0","1","1","1e+99","NaN","0.7627696416","0.7627696416"
"2003-02-02","7411.72596749107","7411.72596749107","7411.72597","0","1","1","1e+99","NaN","0.6459628416","0.6459628416"
"2003-02-03","5573.31316498944","5573.31316498944","5573.31316","0","1","1","1e+99","NaN","0.503755872","0.503755872"
"2003-02-04","30798.0816644506","30798.0816644506","30798.08166","0","1","1","1e+99","NaN","5.111748736","5.111748736"
"2003-02-05","33973.4215983514","33973.4215983514","33973.4216","0","1","1","1e+99","NaN","8.00836859733333","8.00836859733333"
"2003-02-06","40921.0616549376","40921.0616549376","40921.06165","0","1","1","1e+99","NaN","7.069005952","7.069005952"
"2003-02-07","12747.7796787855","12747.7796787855","12747.77968","0","1","1","1e+99","NaN","2.2087387168","2.2087387168"
"2003-02-08","17416.3374230285","17416.3374230285","17416.33742","0","1","1","1e+99","NaN","2.5435707184","2.5435707184"
"2003-02-09","22805.2393422336","22805.2393422336","22805.23934","0","1","1","1e+99","NaN","2.87840272","2.87840272"
"2003-02-10","8920.19584740557","8920.19584740557","8920.19585","0","1","1","1e+99","NaN","0.9917676032","0.9917676032"
"2003-02-11","32571.5980972032","32571.5980972032","32571.5981","0","1","1","1e+99","NaN","3.21112512","3.21112512"
"2003-02-12","63578.1733244928","63578.1733244928","63578.17332","0","1","1","1e+99","NaN","5.85874592","5.85874592"
"2003-02-13","98336.3213205504","98336.3213205504","98336.32132","0","1","1","1e+99","NaN","8.50636672","8.50636672"
"2003-02-14","6940.97135504179","6940.97135504179","6940.97136","0","1","1","1e+99","NaN","0.5990702208","0.5990702208"
"2003-02-15","5852.95261986816","5852.95261986816","5852.95262","0","1","1","1e+99","NaN","0.519896448","0.519896448"
"2003-02-16","6997.90698882662","6997.90698882662","6997.90699","0","1","1","1e+99","NaN","0.5990702208","0.5990702208"
"2003-02-17","7831.15835985101","7831.15835985101","7831.15836","0","1","1","1e+99","NaN","0.6225165312","0.6225165312"
"2003-02-18","7615.99903135334","7615.99903135334","7615.99903","0","1","1","1e+99","NaN","0.6147010944","0.6147010944"
"2003-02-19","6760.244095488","6760.244095488","6760.2441","0","1","1","1e+99","NaN","0.5521776","0.5521776"
"2003-02-20","6445.8841208832","6445.8841208832","6445.88412","0","1","1","1e+99","NaN","0.519896448","0.519896448"
"2003-02-21","5490.83312262144","5490.83312262144","5490.83312","0","1","1","1e+99","NaN","0.439193568","0.439193568"
"2003-02-22","29527.0382575135","29527.0382575135","29527.03826","0","1","1","1e+99","NaN","6.3053160144","6.3053160144"
"2003-02-23","31789.1054192947","31789.1054192947","31789.10542","0","1","1","1e+99","NaN","12.416067296","12.416067296"
"2003-02-24","29083.0241552794","29083.0241552794","29083.02416","0","1","1","1e+99","NaN","9.55371076266667","9.55371076266667"
"2003-02-25","20375.8131236045","20375.8131236045","20375.81312","0","1","1","1e+99","NaN","5.15290248533333","5.15290248533333"
"2003-02-26","12458.9183618765","12458.9183618765","12458.91836","0","1","1","1e+99","NaN","2.919037328","2.919037328"
"2003-02-27","11817.7350880297","11817.7350880297","11817.73509","0","1","1","1e+99","NaN","2.1780149888","2.1780149888"
"2003-02-28","9750.14654879232","9750.14654879232","9750.14655","0","1","1","1e+99","NaN","1.5147505824","1.5147505824"
"2003-03-01","7028.510662656","7028.510662656","7028.51066","0","1","1","1e+99","NaN","0.95144448","0.95144448"
"2003-03-02","7205.52500527104","7205.52500527104","7205.52501","0","1","1","1e+99","NaN","0.930773216","0.930773216"
"2003-03-03","11437.79831136","11437.79831136","11437.79831","0","1","1","1e+99","NaN","1.4120738656","1.4120738656"
"2003-03-04","9642.060688896","9642.060688896","9642.06069","0","1","1","1e+99","NaN","1.0548008","1.0548008"
"2003-03-05","18791.2130602291","18791.2130602291","18791.21306","0","1","1","1e+99","NaN","7.937623792","7.937623792"
"2003-03-06","30661.7913203098","30661.7913203098","30661.79132","0","1","1","1e+99","NaN","17.0616271146667","17.0616271146667"
"2003-03-07","38272.7067022541","38272.7067022541","38272.7067","0","1","1","1e+99","NaN","16.049679072","16.049679072"
"2003-03-08","31320.7547672448","31320.7547672448","31320.75477","0","1","1","1e+99","NaN","10.140104496","10.140104496"
"2003-03-09","40224.7200999629","40224.7200999629","40224.7201","0","1","1","1e+99","NaN","22.0646393386667","22.0646393386667"
"2003-03-10","40600.6358140109","40600.6358140109","40600.63581","0","1","1","1e+99","NaN","20.7010910293333","20.7010910293333"
"2003-03-11","32293.000881792","32293.000881792","32293.00088","0","1","1","1e+99","NaN","11.86544712","11.86544712"
"2003-03-12","28238.083826688","28238.083826688","28238.08383","0","1","1","1e+99","NaN","6.7110816","6.7110816"
"2003-03-13","38163.0611530138","38163.0611530138","38163.06115","0","1","1","1e+99","NaN","11.562882112","11.562882112"
"2003-03-14","42720.2948164608","42720.2948164608","42720.29482","0","1","1","1e+99","NaN","14.983268384","14.983268384"
"2003-03-15","40910.6686191206","40910.6686191206","40910.66862","0","1","1","1e+99","NaN","14.584284672","14.584284672"
"2003-03-16","42771.4819858022","42771.4819858022","42771.48199","0","1","1","1e+99","NaN","12.501017696","12.501017696"
"2003-03-17","44369.675472384","44369.675472384","44369.67547","0","1","1","1e+99","NaN","10.75472064","10.75472064"
"2003-03-18","45928.9586855117","45928.9586855117","45928.95869","0","1","1","1e+99","NaN","9.560884352","9.560884352"
"2003-03-19","38001.127477248","38001.127477248","38001.12748","0","1","1","1e+99","NaN","7.58323904","7.58323904"
"2003-03-20","41592.8901943296","41592.8901943296","41592.89019","0","1","1","1e+99","NaN","6.99708128","6.99708128"
"2003-03-21","50061.5409302323","50061.5409302323","50061.54093","0","1","1","1e+99","NaN","8.765748608","8.765748608"
"2003-03-22","47921.0942251008","47921.0942251008","47921.09423","0","1","1","1e+99","NaN","8.13258496","8.13258496"
"2003-03-23","33573.5572112179","33573.5572112179","33573.55721","0","1","1","1e+99","NaN","5.330354432","5.330354432"
"2003-03-24","26111.4357849293","26111.4357849293","26111.43578","0","1","1","1e+99","NaN","3.728756224","3.728756224"
"2003-03-25","20838.3069145006","20838.3069145006","20838.30691","0","1","1","1e+99","NaN","2.6445625856","2.6445625856"
"2003-03-26","51485.8989861274","51485.8989861274","51485.89899","0","1","1","1e+99","NaN","8.29946530133333","8.29946530133333"
"2003-03-27","50002.549809385","50002.549809385","50002.54981","0","1","1","1e+99","NaN","8.077225616","8.077225616"
"2003-03-28","30059.3972961792","30059.3972961792","30059.3973","0","1","1","1e+99","NaN","4.18663888","4.18663888"
"2003-03-29","50716.8202482202","50716.8202482202","50716.82025","0","1","1","1e+99","NaN","9.150432336","9.150432336"
"2003-03-30","51946.9276612608","51946.9276612608","51946.92766","0","1","1","1e+99","NaN","9.98733536","9.98733536"
"2003-03-31","42062.0202832896","42062.0202832896","42062.02028","0","1","1","1e+99","NaN","6.668889568","6.668889568"
"2003-04-01","24360.7768543642","24360.7768543642","24360.77685","0","1","1","1e+99","NaN","3.564518784","3.564518784"
"2003-04-02","20565.6883859128","20565.6883859128","20565.68839","0","1","1","1e+99","NaN","2.6835265024","2.6835265024"
"2003-04-03","17115.4236220047","17115.4236220047","17115.42362","0","1","1","1e+99","NaN","2.0808317312","2.0808317312"
"2003-04-04","37143.3531412501","37143.3531412501","37143.35314","0","1","1","1e+99","NaN","5.0755598656","5.0755598656"
"2003-04-05","93839.2945201152","93839.2945201152","93839.29452","0","1","1","1e+99","NaN","30.62320336","30.62320336"
"2003-04-06","107706.913152","107706.913152","107706.91315","0","1","1","1e+99","NaN","34.2161333333333","34.2161333333333"
"2003-04-07","85563.0310230528","85563.0310230528","85563.03102","0","1","1","1e+99","NaN","22.9416106346667","22.9416106346667"
"2003-04-08","89106.3260709581","89106.3260709581","89106.32607","0","1","1","1e+99","NaN","26.603350432","26.603350432"
"2003-04-09","84288.1162157107","84288.1162157107","84288.11622","0","1","1","1e+99","NaN","21.996773408","21.996773408"
"2003-04-10","49077.0723560141","49077.0723560141","49077.07236","0","1","1","1e+99","NaN","9.357852896","9.357852896"
"2003-04-11","37920.3123267994","37920.3123267994","37920.31233","0","1","1","1e+99","NaN","5.995799232","5.995799232"
"2003-04-12","28166.5950068736","28166.5950068736","28166.59501","0","1","1","1e+99","NaN","4.13708448","4.13708448"
"2003-04-13","22022.81353728","22022.81353728","22022.81354","0","1","1","1e+99","NaN","2.99874912","2.99874912"
"2003-04-14","17218.1757113303","17218.1757113303","17218.17571","0","1","1","1e+99","NaN","2.2492600576","2.2492600576"
