"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,18,31,NA,NA,NA,NA,NA,NA,NA,NA
1,14,18,26,31,NA,NA,NA,NA,NA,NA,NA
1,14,18,23,26,31,NA,NA,NA,NA,NA,NA
1,6,14,18,23,26,31,NA,NA,NA,NA,NA
1,6,12,15,18,23,26,31,NA,NA,NA,NA
1,6,9,12,15,18,23,26,31,NA,NA,NA
1,5,8,11,14,17,20,23,26,31,NA,NA
