"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,24,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,24,31,NA,NA,NA,NA,NA,NA,NA,NA
1,5,24,28,31,NA,NA,NA,NA,NA,NA,NA
1,6,9,12,24,31,NA,NA,NA,NA,NA,NA
1,6,9,12,23,28,31,NA,NA,NA,NA,NA
1,6,9,12,17,23,28,31,NA,NA,NA,NA
1,6,9,12,15,18,23,28,31,NA,NA,NA
1,6,9,12,15,18,21,24,28,31,NA,NA
