"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,20,23,31,NA,NA,NA,NA,NA,NA,NA,NA
1,12,21,24,31,NA,NA,NA,NA,NA,NA,NA
1,8,12,21,24,31,NA,NA,NA,NA,NA,NA
1,8,12,21,24,27,31,NA,NA,NA,NA,NA
1,8,12,15,20,23,26,31,NA,NA,NA,NA
1,8,12,15,18,21,24,27,31,NA,NA,NA
1,4,8,12,15,18,21,24,27,31,NA,NA
