"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,8144.824906463,8144.83331763924,2981009,359,360,366,1690276438.44824,4267.23283993256,1.95847292998179,1.8890596117037
2,8115.33342039299,8115.35273078066,2970219.1,357.860324375876,360,366,724047452.047448,2797.34552687634,1.95847292998179,1.89926211657967
3,8182.17304581165,8181.74644713778,2994519.3,348.099303967112,360,366,694320724.212086,2777.72460938555,1.95847292998179,1.90128734504986
4,8172.87879143197,8172.81888946842,2991251.8,207.446631007457,360,366,669342080.376701,3541.27813694528,1.95847292998179,1.91797286674223
5,8114.27211683746,8114.29545124028,2969832.1,221.241217961075,360,366,630877434.988656,3327.89631415691,1.95847292998179,1.9005618682848
6,8165.87910000766,8165.94467349598,2988735.8,132.070535635995,360,366,614494300.197068,4266.79524907676,1.95847292998178,1.89524012668314
7,8115.86988164622,8116.02445123595,2970464.9,109.694666191068,360,366,569425965.657752,4515.35122395848,1.95847292998178,1.97169699896941
8,8131.86298939431,8131.88398067703,2976269.6,76.5651956049054,360,366,631111559.417526,5717.46450763785,1.95847292998179,1.90025976398191
9,8152.79913199379,8152.86680716674,2983949.3,128.908419054828,360,366,624143509.5609,4353.57409298159,1.95847292998178,1.92208535227969
10,8423.98263070701,8424.05242895731,3083203.2,178.112085640653,458,464,615183538.305229,3667.4542555139,2.02411993763206,2.00085332307713
11,8136.87389408265,8136.70324474797,2978033.3,83.7445305940417,360,366,551727777.496367,5104.49875020554,1.95847292998179,1.9436894836173
12,8131.63297857278,8131.71310598325,2976207,138.845037703099,360,366,559900758.136155,3970.45530511951,1.95847292998178,1.93848118191804
13,8135.12908071239,8135.10834390866,2977449.7,35.519007999012,360,366,542515565.749116,7929.90564106063,1.95847292998179,1.94588676329609
14,8158.59425389557,8158.23126326029,2985912.8,84.5089181850093,360,366,562575671.541846,5130.39187378288,1.95847292998179,1.92728518017564
