"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,16148.733740766,16148.4132682621,5894170.8,341,342,365,7188465945.5108,9030.94433074596,4.32613079861187,4.35154560109162
2,16230.5857153325,16230.8746439418,5924269.3,294.930691853401,342,365,4024668859.14995,7270.07711342974,4.32613079861187,4.25547934843423
3,16244.6091468909,16244.7913542425,5929348.9,329.361817778644,342,365,2189512631.97399,5072.0556190537,4.32613079861187,4.25845179649563
4,16271.9538741238,16272.125351411,5939325.8,297.544542793962,342,365,1797440445.45879,4836.92626386186,4.32613079861187,4.24943756587009
5,16214.0184047359,16213.8250700521,5918046.1,211.187639311604,342,365,1681363452.91995,5562.12292797211,4.32613079861187,4.19474004577091
6,16200.2779057418,16200.1594616123,5913058.2,249.916604351234,342,365,1620063391.47704,5014.46707729857,4.32613079861187,4.13431484986765
7,16213.1197679723,16212.9908517439,5917741.7,170.500413964313,342,365,1613723241.72239,6072.86315075467,4.32613079861187,4.18562309656352
8,16195.3680313333,16196.5083295357,5911725.4,170.609246703548,342,365,1574887539.19344,5997.40250882807,4.32613079861187,4.16783612383574
9,16217.3060936521,16217.0864040335,5919236.6,155.184039493952,342,365,1588247967.02568,6319.51567868857,4.32613079861187,4.14722618535331
10,16152.2051010951,16151.8372597452,5895420.7,115.803493199234,342,365,1543996817.4365,7232.23640912769,4.32613079861187,4.23346537771311
11,16194.880179812,16195.7562436111,5911451.1,81.351187723937,342,365,1528056559.44856,8622.71357947069,4.32613079861187,4.17456996518783
12,16211.6763295185,16211.7042101642,5917271.9,113.542250072888,342,365,1438274932.40307,7050.88733891725,4.32613079861187,4.28936301470335
13,16216.0022390507,16215.6894245483,5918726.6,124.484245664352,342,365,1506801204.41695,6885.91090636695,4.32613079861187,4.16380516727514
14,16191.078292692,16190.4947664254,5909530.7,61.5869747965662,342,365,1458734644.23831,9729.89735518505,4.32613079861187,4.19801473417352
