"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,7671.74865837947,7668.64887955965,2799056.8,43,44,365,6490853242.19583,24777.4315794442,2.15967002472955,2.50028334109091
2,7611.5847900288,7609.12406088083,2777330.3,36.7703312737912,44,365,1765930083.76716,14044.6282923017,2.15967002472955,2.51491469865205
3,7557.80733830467,7543.08331113803,2753225.5,18.1145615260013,44,365,1635142872.9782,19951.5683901011,2.15967002472955,2.33952639324077
4,7699.67153540007,7692.82292085984,2807880.3,31.2445107043976,44,365,1082557689.74616,12001.2781817242,2.15967002472955,2.55750823207904
5,7709.49613302325,7696.19699774812,2809111.9,29.7535451398683,44,365,1142999437.16896,12662.4633882888,2.15967002472955,2.48860200778334
6,7682.80347356539,7660.90503818215,2796230.3,10.1943154056205,44,365,877805641.414013,20622.5077952313,2.15967002472955,2.5374814377228
7,7674.82003465562,7651.39465618318,2792759.1,16.1663906883589,44,365,732778762.173033,14260.4493608252,2.15967002472955,2.42833022136289
8,7711.51582924038,7691.02208384557,2807223,11.8381977947023,44,365,707851296.499642,16873.5669622318,2.15967002472955,2.51663815619294
9,7691.29597294657,7667.05003414936,2798473.2,11.8985138601749,44,365,690422465.659609,16612.7686005363,2.15967002472955,2.65239017328447
10,7737.96506628492,7717.01844594211,2816711.6,11.2030834409662,44,365,642238764.855901,16627.88236957,2.15967002472955,2.43215156364775
11,7728.983778965,7713.4250528274,2815400.3,17.1297668200208,44,365,939717130.118839,15617.6894806525,2.15967002472955,2.32849932108128
12,7765.01898327441,7743.12805659591,2826241.8,8.73461377854376,44,365,969902456.347581,23948.5953863066,2.15967002472955,2.24671439021005
