"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,8803.17739716519,8783.3555897171,3205924.8,40,41,365,51577863542.2911,72574.5234288845,2.02308091984031,1.5948988675122
2,8207.77238135095,8221.37818675671,3000803.1,32.1833967031858,41,365,4314701493.60177,23579.7505136621,2.02308091984031,1.65544380569425
3,7889.54028580495,7893.06441249119,2880968.5,32.6687474875173,41,365,3196116988.6704,20131.3718624301,2.02308091984031,1.63539877961194
4,8329.03655291837,8342.76559703391,3045109.5,28.1100146660445,41,365,2216749750.81782,18187.2698666015,2.02308091984031,1.94303539625735
5,8320.41389091396,8314.67248667295,3034855.5,18.733507819482,41,365,1161628624.36994,16497.4432227544,2.02308091984031,1.95094849894951
6,8305.1438967525,8323.82785191129,3038197.2,13.0709056462739,41,365,1043042497.04423,19287.9734382038,2.02308091984031,1.91142453569315
7,8347.84696150679,8358.76822719988,3050950.4,9.18784580475381,41,365,574877264.833506,17838.2255499002,2.02308091984031,1.83662299318356
8,8395.4410828087,8400.16566009807,3066060.5,5.08285344560867,41,365,384482476.148673,22247.9529180914,2.02308091984031,1.8686231106411
9,8322.91520326979,8329.04743917045,3040102.2,5.11961854406664,41,365,388442702.675125,22234.6911225558,2.02308091984031,1.86451509659804
10,8335.45984167642,8334.93012159145,3042249.5,5.14854329835466,41,365,452732024.323015,23897.4638485638,2.02308091984031,1.8310453593863
11,8182.86614532001,8170.69202422036,2982302.5,6.81316260807309,41,365,845938908.557609,26495.7683111982,2.02308091984031,1.78259415088219
