"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,10809.0643689399,10826.5659988157,3951696.6,115,116,365,54813333891.8672,43245.0565613675,2.41245282379648,0.883459748965517
2,10459.4622310679,10493.0099948891,3829948.7,32.0280388585269,116,365,23274213021.767,54907.8243399711,2.41245282379648,1.58360632279074
3,10351.5216768265,10377.4536483424,3787770.6,29.7887331195823,116,365,9305591620.03515,36106.7862555374,2.41245282379648,1.5831477305449
4,10337.9877014679,10358.2403065514,3780757.7,21.4699581940292,116,365,5958781526.66274,34599.3019209854,2.41245282379648,1.59201436228837
5,10416.7169570764,10432.1280471612,3807726.7,17.6401047181487,116,365,3212891109.04164,28395.066187839,2.41245282379648,1.60228814588951
6,10483.4659197117,10500.9581835006,3832849.7,11.9625657659689,116,365,1233290831.87209,22130.5015656714,2.41245282379648,1.57573834857094
7,10434.678811766,10452.4019517161,3815126.6,7.7985590539779,116,365,1462753439.67466,31724.4773636638,2.41245282379648,1.58989596913325
8,10420.8681425604,10429.8734343163,3806903.8,14.0591201591316,116,365,1165327690.51805,19519.008950039,2.41245282379648,1.6006378082254
9,10450.4196897035,10448.4446745519,3813682.4,10.8632317832975,116,365,859469507.23974,19607.4153795131,2.41245282379648,1.58990117531393
10,10457.3357970241,10467.1627718711,3820514.5,14.5113475593963,116,365,975597396.214942,17527.9788405697,2.41245282379648,1.72636402372133
11,10501.7865346971,10522.9907874113,3840891.6,11.4702411993187,116,365,1148337235.95939,21912.792983437,2.41245282379648,1.6523323823092
12,10462.9523398035,10462.1023841162,3818667.3,10.1919482764741,116,365,998967953.912038,22002.9991839466,2.41245282379648,1.68190523926993
13,10488.5169940488,10498.1409163103,3831821.4,10.4081412179512,116,365,862468581.752924,20175.4769072351,2.41245282379648,2.40535467204384
14,10482.4255984724,10487.9652866744,3828107.3,12.5576111400952,116,365,937601745.605706,18734.4588922183,2.41245282379648,1.74322515422309
