"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,16,30,NA,NA,NA,NA,NA,NA,NA,NA
1,11,16,25,30,NA,NA,NA,NA,NA,NA,NA
1,11,16,20,26,30,NA,NA,NA,NA,NA,NA
1,11,16,20,23,26,30,NA,NA,NA,NA,NA
1,4,11,16,20,23,26,30,NA,NA,NA,NA
1,6,9,12,16,20,23,26,30,NA,NA,NA
1,4,7,10,13,16,20,23,26,30,NA,NA
