"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19,26,31,NA,NA,NA,NA,NA,NA,NA,NA
1,4,19,26,31,NA,NA,NA,NA,NA,NA,NA
1,4,17,20,26,31,NA,NA,NA,NA,NA,NA
1,4,8,17,20,26,31,NA,NA,NA,NA,NA
1,4,8,15,19,22,26,31,NA,NA,NA,NA
1,4,8,13,16,19,22,26,31,NA,NA,NA
1,4,8,11,14,17,20,23,26,31,NA,NA
