"yearmo","strata","strata.n","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
200305,4,3,1177814026.04663,1177814026.04663,7066884156.3,5,6,6,13085317638790304,789023280.17398,295.938098088,295.938098088
200305,4,4,102859637.409032,102859409.443806,1645750551.1,13,14,16,358343681226105,181478862.993786,296.250653617,296.278344666286
200305,5,1,157952576.014138,157952576.014138,789762880.1,4,5,5,4259409229856456,453005822.118553,295.6698672,295.6698672
200305,5,2,773995258.957479,773995258.957479,3095981035.8,3,4,4,9489221360701076,715938533.455139,295.7972928,295.7972928
200305,5,3,1337901949.6895,1337901949.6895,4013705849.1,2,3,3,4694154373777710,625347238.112939,295.8964016,295.8964016
200305,5,4,1017726102.40376,1017726102.40376,3053178307.2,2,3,3,35044156061253260,1708639157.43893,295.979794576,295.979794576
200305,5,5,102859637.409032,102859409.443806,1645750551.1,13,14,16,358343681226105,181478862.993786,296.250653617,296.278344666286
200305,6,1,157952576.014138,157952576.014138,789762880.1,4,5,5,4259409229856456,453005822.118553,295.6698672,295.6698672
200305,6,2,773995258.957479,773995258.957479,3095981035.8,3,4,4,9489221360701076,715938533.455139,295.7972928,295.7972928
200305,6,3,1337901949.6895,1337901949.6895,4013705849.1,2,3,3,4694154373777710,625347238.112939,295.8964016,295.8964016
200305,6,4,1017726102.40376,1017726102.40376,3053178307.2,2,3,3,35044156061253260,1708639157.43893,295.979794576,295.979794576
200305,6,5,213122460.840948,213121850.090025,1065609250.5,2,3,5,1117080726854067,508432824.89652,296.0964881088,296.122936
200305,6,6,72795003.1102969,72795003.1102969,800745034.2,10,11,11,109548480698792,81121900.390523,296.320728848,296.320728848
200305,7,1,157952576.014138,157952576.014138,789762880.1,4,5,5,4259409229856456,453005822.118553,295.6698672,295.6698672
200305,7,2,773995258.957479,773995258.957479,3095981035.8,3,4,4,9489221360701076,715938533.455139,295.7972928,295.7972928
200305,7,3,1337901949.6895,1337901949.6895,4013705849.1,2,3,3,4694154373777710,625347238.112939,295.8964016,295.8964016
200305,7,4,1017726102.40376,1017726102.40376,3053178307.2,2,3,3,35044156061253260,1708639157.43893,295.979794576,295.979794576
200305,7,5,213122460.840948,213121850.090025,1065609250.5,2,3,5,1117080726854067,508432824.89652,296.0964881088,296.122936
200305,7,6,114095090.330243,114095090.330243,456380361.3,3,4,4,46877424036825.3,50320195.3276962,296.2220448,296.2220448
200305,7,7,49194953.270328,49194953.270328,344364672.9,6,7,7,17947250065315.8,29623726.9614168,296.377119732571,296.377119732571
200305,8,1,157952576.014138,157952576.014138,789762880.1,4,5,5,4259409229856456,453005822.118553,295.6698672,295.6698672
200305,8,2,773995258.957479,773995258.957479,3095981035.8,3,4,4,9489221360701076,715938533.455139,295.7972928,295.7972928
