"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,6373.2744978985,6353.10668035526,2318883.9,40,41,365,1225667022.32183,11187.6473620212,2.02308091984031,1.5948988675122
2,6355.95111416019,6341.52744626359,2314657.5,24.4436252534859,41,365,451494671.583835,8861.65685104024,2.02308091984031,1.68917592151369
3,6323.27735980474,6308.4167620951,2302572.2,26.7238546462966,41,365,210489353.273818,5761.25410460762,2.02308091984031,1.67469851008374
4,6305.83066229882,6294.34513286021,2297436,18.4368215066397,41,365,162598368.182867,6228.56486039641,2.02308091984031,1.62836072214477
5,6302.81351809172,6292.69610246304,2296834,15.3329632773051,41,365,133201063.183753,6270.39809877044,2.02308091984031,1.66812674094368
6,6316.97195473766,6306.30427033013,2301801,8.79092960869092,41,365,95163867.7921617,7469.95711235494,2.02308091984031,1.72401819054927
7,6308.04796868183,6299.64541324582,2299370.6,12.0358645479817,41,365,58818746.1313275,4814.99288563526,2.02308091984031,1.84743757993498
8,6310.72012647922,6302.50675844552,2300415,9.67980545056733,41,365,59451947.5007857,5546.80325432735,2.02308091984031,1.75879911715068
9,6308.90743511084,6301.25994350144,2299959.8,9.95570665647559,41,365,54562073.6263705,5219.3162043203,2.02308091984031,1.81805296935403
10,6306.75657981749,6297.73183928041,2298672.2,8.81152095831657,41,365,58197093.3697327,5832.64926548361,2.02308091984031,1.80932115743645
11,6294.79091263703,6280.71904120248,2292462.5,9.6516705785257,41,365,119194878.474963,7868.61926905177,2.02308091984031,1.79361791991233
