"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,8144.44652292852,8156.63134563567,2977170.4,43,44,365,5528706068.98476,22867.4185755641,2.15967002472955,2.50028334109091
2,8082.22313145629,8078.81389643191,2948767,17.7281036654715,44,365,2860025315.222,26714.1528101643,2.15967002472955,2.55004982006154
3,8162.7756474458,8153.27777387418,2975946.5,22.8195706376442,44,365,322073184.392754,7775.03246485916,2.15967002472955,2.48620607380549
4,8137.79197558983,8127.41383693647,2966506.1,13.6935110203152,44,365,235911093.770167,8921.00178489556,2.15967002472955,2.63669169464503
5,8162.73108947669,8156.42971162307,2977096.9,17.1193476571115,44,365,171477557.270997,6673.81169257567,2.15967002472955,2.48396585855708
6,8164.09272228061,8158.92764816364,2978008.6,16.4296793559602,44,365,153652308.043009,6469.17973540075,2.15967002472955,2.67698568915689
7,8154.21620248916,8148.7734929778,2974302.4,17.5137714625243,44,365,146225316.639992,6082.69985754333,2.15967002472955,2.69793561598539
8,8161.29618807939,8157.0966775685,2977340.2,11.2230019105524,44,365,133607510.186283,7575.76034962923,2.15967002472955,2.52680122829439
9,8160.98745255812,8159.76966036211,2978315.9,12.1341867741825,44,365,127312752.163799,7048.84806209246,2.15967002472955,2.64546472535302
10,8152.85309173744,8149.93262004958,2974725.4,13.2362708985415,44,365,121921811.891716,6544.82905362589,2.15967002472955,2.67556392168037
11,8104.00808498948,8098.17209527966,2955832.8,10.9539168003164,44,365,116970311.986355,7196.03358121329,2.15967002472955,2.71704169795799
12,8159.85000099576,8153.49279592891,2976024.8,3.89358281241773,44,365,394913996.543207,28265.8276376712,2.15967002472955,2.35637617627763
