"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,16336.1574950392,16279.0841900453,5941865.7,42,43,365,147372241100.949,119542.392533337,5.87602886553425,5.33915239590698
2,16007.7509785118,15992.4757579002,5837253.7,40.9861925862966,43,365,43321966924.4171,65658.7191433419,5.87602886553425,5.33841835025119
3,16112.0406852468,16056.2825187325,5860543.1,25.2542965564974,43,365,24877749862.9045,64607.977563821,5.87602886553425,5.02375950099571
4,16256.2872228514,16238.0795637513,5926899.1,23.3381401401713,43,365,14495246768.9508,51513.403357977,5.87602886553425,5.47641957159697
5,16257.2181708792,16281.6158376137,5942789.9,26.7449382942941,43,365,9225934294.62209,38125.8645628327,5.87602886553425,5.78311524385378
6,16201.2478992058,16206.272475496,5915289.5,16.9848487117011,43,365,8381333114.40852,46870.5140400842,5.87602886553425,5.78761185564201
7,16223.9475694754,16234.2378828347,5925496.8,7.93103716463854,43,365,6091457706.54516,64004.9270122716,5.87602886553425,5.85306062865332
8,16249.9801653025,16250.9418601304,5931593.9,15.4436765968892,43,365,6986431383.41392,45221.1796535311,5.87602886553425,5.81048209304593
9,16516.078421966,16514.5738253571,6027819.4,7.59379968654729,43,365,5168609735.25607,60726.1064181081,5.87602886553425,5.5173356154389
10,16145.0135833762,16162.6428996616,5899364.7,6.1686436879746,43,365,5434164046.84869,72147.0337648807,5.87602886553425,5.73607521499178
11,16299.7371572652,16298.9568069663,5949119.3,10.8370251829689,43,365,5386637105.66514,49160.73649857,5.87602886553425,5.75702441678831
12,16289.3839615092,16238.0941416619,5926904.3,8.13248134227114,43,365,22943271647.7693,122136.672667689,5.87602886553425,5.83617174117991
