"strata","strata.n","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,1,77.040212921871,77.4650713148186,2401.4,18,19,31,67082.597314344,128.256274088402,3.93404710835515,3.2299642373614
2,1,126.853395779957,127.33396704698,2419.3,6,7,19,122.839109504567,210.360710926802,5.38713635809524,5.96706442209524
2,2,18.1855980431401,18.1855980431401,218.2,11,12,12,4.59161414444218,17.0641519768825,1.63332246293333,1.63332246293333
3,1,126.853395779957,127.33396704698,2419.3,6,7,19,122.839109504567,210.360710926802,5.38713635809524,5.96706442209524
3,2,37.9603830906778,37.9603830906778,113.9,2,3,3,6.9163365208103,24.0038337515514,2.50182703573333,2.50182703573333
3,3,11.5940030272942,11.5940030272942,104.3,8,9,9,0.615999146220862,5.75900761528355,1.34382093866667,1.34382093866667
4,1,126.853395779957,127.33396704698,2419.3,6,7,19,122.839109504567,210.360710926802,5.38713635809524,5.96706442209524
4,2,37.9603830906778,37.9603830906778,113.9,2,3,3,6.9163365208103,24.0038337515514,2.50182703573333,2.50182703573333
4,3,13.3121156518748,13.3121156518748,39.9,2,3,3,1.23172716552585,10.1297753041542,1.34460437013333,1.34460437013333
4,4,10.7349467150039,10.7349467150039,64.4,5,6,6,0.840459351503853,6.32347840120306,1.34342922293333,1.34342922293333
5,1,130.434420638546,130.982864529876,2357.7,5,6,18,149.883505915811,253.335387395754,5.45694551043386,6.27314655644444
5,2,58.204950972457,58.204950972457,174.6,2,3,3,28.6418001712915,48.8475411439343,3.25360032,3.25360032
5,3,18.0221321611837,18.0221321611837,54.1,2,3,3,0.983326333720339,9.05089209125957,1.58980898026667,1.58980898026667
5,4,8.57041914037248,8.57041914037248,25.7,2,3,3,0.345267453237681,5.3631552987197,1.0899702656,1.0899702656
5,5,11.934370981417,11.934370981417,47.7,3,4,4,1.85279892979704,10.0040209944359,1.4825756184,1.4825756184
