"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,15,31,NA,NA,NA,NA,NA,NA,NA,NA
1,10,15,27,31,NA,NA,NA,NA,NA,NA,NA
1,10,13,17,27,31,NA,NA,NA,NA,NA,NA
1,10,15,20,24,27,31,NA,NA,NA,NA,NA
1,10,13,17,20,24,27,31,NA,NA,NA,NA
1,4,9,12,16,19,22,26,31,NA,NA,NA
1,4,8,11,14,17,20,23,26,31,NA,NA
