"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
7,0.0822363717367742,0.0822363717367742,2.5,14.3491681849532,27,31,0.0224234338498703,0.0845923935795641,0.0429319225806452,0.0429319225806452
