"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,33.4174725043502,33.4169595616402,12230.6,359,360,366,278154.114804344,54.7406835612853,1.95847292998179,1.8890596117037
2,33.2660977072857,33.2652233542998,12175,296.517060152266,360,366,225410.332460953,54.2608283501807,1.95847292998178,1.88879743832632
3,32.8826968265857,32.8821045902772,12034.8,192.121603987576,360,366,158498.284393068,56.6521842300121,1.95847292998178,1.91836673206046
4,32.8791652697083,32.8783648325139,12033.5,57.4212798282024,360,366,141931.412938034,99.5402698589613,1.95847292998178,1.91639788838188
5,32.8805068771738,32.8801553545881,12034.1,30.6923449115235,360,366,131331.885439296,133.466755578498,1.95847292998179,1.9148958205494
6,32.7707898139166,32.7698265638481,11993.7,50.361176110534,360,366,128007.789510947,101.24596408014,1.95847292998179,1.90492590881176
7,32.8920909001607,32.8912829546158,12038.2,34.3506020834372,360,366,118049.256728264,119.090512938289,1.95847292998178,1.92246859822923
8,32.7747378691752,32.7748067949157,11995.5,29.1194137686373,360,366,110632.928899973,126.042095949917,1.95847292998179,1.92412695125443
9,32.6664016866071,32.6650560791817,11955.4,25.5844842525616,360,366,101086.014153743,129.307677562366,1.95847292998179,1.89607186092167
10,32.8782507230046,32.8779253005085,12033.3,16.833689025073,360,366,99730.3849866007,162.51578388058,1.95847292998178,1.90583842515181
11,32.7964421062199,32.7951534503089,12002.9,16.1257084986104,360,366,92660.6952200526,160.594163339655,1.95847292998179,1.92235977363035
12,32.925138781695,32.924610583565,12050.3,14.3685406578205,360,366,91908.1133453233,171.12392068683,1.95847292998179,1.96619724632001
13,32.87250530624,32.8727563372383,12031.5,27.7051655538058,360,366,92171.2646684958,118.206658337037,1.95847292998179,1.95170828506235
14,32.7933588358045,32.7930208736916,12002.3,20.6291577008363,360,366,91314.3308802653,138.511881693999,1.95847292998178,1.93368018718644
