"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,72.7405754658036,72.3495023381221,26407.6,115,116,365,8336307.86592334,533.310621311633,2.41245282379648,0.883459748965517
2,70.0631396421413,70.0073703400894,25552.7,113.849751851302,116,365,2078847.8276915,267.691290044183,2.41245282379648,1.20284589311129
3,68.0128036424282,67.7057550451615,24712.6,101.119742756883,116,365,914061.179588604,188.601959500704,2.41245282379648,1.54208551957048
4,77.0307378477303,77.1468517170031,28158.6,36.1933750548705,116,365,308862.794909861,187.316388399511,2.41245282379648,1.86023153246437
5,74.892268610929,75.1429591433502,27427.2,12.8575488402772,116,365,251383.28596157,302.417085798031,2.41245282379648,1.93513971994609
6,75.0973404292179,75.3116570790753,27488.8,24.6555337785694,116,365,225577.137832687,197.13694487399,2.41245282379648,1.85005949991831
7,65.3347745495809,65.4176401444504,23877.4,19.5917622370138,116,365,186475.125138814,203.779680727369,2.41245282379648,2.04084026367123
8,65.1365284773351,65.1557340625018,23781.9,9.70358209587605,116,365,162281.653536224,289.34246092047,2.41245282379648,2.16634772218308
9,65.5710146739994,65.4821864796179,23901,21.2075644970364,116,365,143481.569109448,170.952955287933,2.41245282379648,1.81643645812394
10,73.3435340830069,73.3472051870123,26771.7,32.7046335926356,116,365,130412.478016078,128.518283340857,2.41245282379648,1.85932856265563
11,66.2597649162022,66.2663330757189,24187.2,21.3112582369887,116,365,132397.397911189,163.769041129108,2.41245282379648,1.91293900423431
12,65.6389213290024,65.483310016371,23901.4,11.2024695340812,116,365,114084.733089584,221.624207976974,2.41245282379648,1.90708221299018
13,65.4332149575025,65.3903840372161,23867.5,8.21706396405423,116,365,117040.506241391,273.953230481776,2.41245282379648,1.91070775861187
14,64.990033987686,64.9726199593608,23715,12.4793483257297,116,365,127504.228396098,219.300371513668,2.41245282379648,2.04999279649315
