"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,13,28,NA,NA,NA,NA,NA,NA,NA,NA
1,9,13,24,28,NA,NA,NA,NA,NA,NA,NA
1,9,13,17,20,28,NA,NA,NA,NA,NA,NA
1,9,13,17,20,23,28,NA,NA,NA,NA,NA
1,5,9,13,17,20,24,28,NA,NA,NA,NA
1,5,9,13,16,19,22,25,28,NA,NA,NA
1,5,8,11,14,18,21,25,28,31,NA,NA
