"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,14,31,NA,NA,NA,NA,NA,NA,NA,NA
1,9,15,21,31,NA,NA,NA,NA,NA,NA,NA
1,9,15,21,28,31,NA,NA,NA,NA,NA,NA
1,9,15,21,25,28,31,NA,NA,NA,NA,NA
1,9,14,17,21,25,28,31,NA,NA,NA,NA
1,9,12,15,18,21,25,28,31,NA,NA,NA
1,4,9,12,15,18,21,25,28,31,NA,NA
