"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,23,28,NA,NA,NA,NA,NA,NA,NA,NA
1,10,15,24,28,NA,NA,NA,NA,NA,NA,NA
1,10,15,18,24,28,NA,NA,NA,NA,NA,NA
1,10,15,18,21,24,28,NA,NA,NA,NA,NA
1,7,10,15,18,21,24,28,NA,NA,NA,NA
1,4,7,10,15,18,21,24,28,NA,NA,NA
1,4,7,10,13,18,21,25,28,31,NA,NA
