"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,25,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,25,30,NA,NA,NA,NA,NA,NA,NA,NA
1,10,16,25,30,NA,NA,NA,NA,NA,NA,NA
1,10,16,20,25,30,NA,NA,NA,NA,NA,NA
1,7,11,16,20,25,30,NA,NA,NA,NA,NA
1,4,7,11,16,20,25,30,NA,NA,NA,NA
1,4,7,11,16,19,22,25,30,NA,NA,NA
1,4,7,10,14,17,21,24,27,30,NA,NA
