"strata","strata.n","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,1,102.803498896153,102.803498896153,3186.9,30,31,31,22195.938609012,55.5507350934353,0.161131726451613,0.161131726451613
2,1,121.613976633216,121.613976633216,2189.1,17,18,18,13.7724054886883,34.1819976055359,0.158810053333333,0.158810053333333
2,2,76.7582220294499,76.7582220294499,997.9,12,13,13,4.35350547952448,17.0605175125553,0.164346350769231,0.164346350769231
3,1,123.68428244352,123.68428244352,618.4,4,5,5,3.95786750047377,13.808920374355,0.182077024,0.182077024
3,2,121.291372392192,121.291372392192,1455.5,11,12,12,11.464480567259,26.9636827767893,0.147129373333333,0.147129373333333
3,3,79.4993274897737,79.4993274897737,1113,13,14,14,8.01097238605724,23.7425217548504,0.16565328,0.16565328
4,1,123.68428244352,123.68428244352,618.4,4,5,5,3.95786750047377,13.808920374355,0.182077024,0.182077024
4,2,121.291372392192,121.291372392192,1455.5,11,12,12,11.464480567259,26.9636827767893,0.147129373333333,0.147129373333333
4,3,105.893364828672,105.893364828672,423.6,3,4,4,28.2284112576208,39.048438071283,0.19432404,0.19432404
4,4,68.9417125542144,68.9417125542144,689.4,9,10,10,3.01279017086316,13.0883820122141,0.154184976,0.154184976
5,1,123.68428244352,123.68428244352,618.4,4,5,5,3.95786750047377,13.808920374355,0.182077024,0.182077024
5,2,145.8294245568,145.8294245568,583.3,3,4,4,8.96599396961884,22.0069405423065,0.18547504,0.18547504
5,3,109.022346309888,109.022346309888,872.2,7,8,8,19.9560713242922,31.9404205536347,0.12795654,0.12795654
5,4,105.893364828672,105.893364828672,423.6,3,4,4,28.2284112576208,39.048438071283,0.19432404,0.19432404
5,5,68.9417125542144,68.9417125542144,689.4,9,10,10,3.01279017086316,13.0883820122141,0.154184976,0.154184976
6,1,123.68428244352,123.68428244352,618.4,4,5,5,3.95786750047377,13.808920374355,0.182077024,0.182077024
6,2,145.8294245568,145.8294245568,583.3,3,4,4,8.96599396961884,22.0069405423065,0.18547504,0.18547504
6,3,109.022346309888,109.022346309888,872.2,7,8,8,19.9560713242922,31.9404205536347,0.12795654,0.12795654
6,4,105.893364828672,105.893364828672,423.6,3,4,4,28.2284112576208,39.048438071283,0.19432404,0.19432404
6,5,85.75898339232,85.75898339232,343,3,4,4,5.70386626053265,17.5527479208087,0.185829,0.185829
6,6,57.730198662144,57.730198662144,346.4,5,6,6,5.44487633914615,16.0950263852999,0.13308896,0.13308896
7,1,123.68428244352,123.68428244352,618.4,4,5,5,3.95786750047377,13.808920374355,0.182077024,0.182077024
7,2,145.8294245568,145.8294245568,583.3,3,4,4,8.96599396961884,22.0069405423065,0.18547504,0.18547504
7,3,109.022346309888,109.022346309888,872.2,7,8,8,19.9560713242922,31.9404205536347,0.12795654,0.12795654
7,4,105.343987193856,105.343987193856,316,2,3,3,47.859231332537,63.1430290525697,0.189250613333333,0.189250613333333
7,5,102.813253613568,102.813253613568,308.4,2,3,3,2.58973920646269,14.6882673235872,0.1982176,0.1982176
7,6,101.2513623552,101.2513623552,303.8,2,3,3,3.89489740799113,18.0131872480956,0.201993173333333,0.201993173333333
7,7,65.995199774976,65.995199774976,594,8,9,9,3.0571851214355,12.8297580512371,0.149292462222222,0.149292462222222
8,1,122.341950590976,122.341950590976,367,2,3,3,7.42303005234151,24.8675592608366,0.18122752,0.18122752
8,2,128.610413422848,128.610413422848,385.8,2,3,3,20.8812663455546,41.7081540194532,0.181699466666667,0.181699466666667
8,3,149.627339467776,149.627339467776,448.9,2,3,3,10.9246355698791,30.1679661003051,0.187834773333333,0.187834773333333
8,4,109.022346309888,109.022346309888,872.2,7,8,8,19.9560713242922,31.9404205536347,0.12795654,0.12795654
8,5,105.343987193856,105.343987193856,316,2,3,3,47.859231332537,63.1430290525697,0.189250613333333,0.189250613333333
8,6,95.95942815744,95.95942815744,287.9,2,3,3,25.4112901124265,46.0103894552908,0.201993173333333,0.201993173333333
8,7,76.575058511616,76.575058511616,229.7,2,3,3,1.59090604749196,11.5123721054745,0.161877706666667,0.161877706666667
8,8,55.8710326536192,55.8710326536192,279.4,4,5,5,5.4169054895709,16.1549169253427,0.131956288,0.131956288
9,1,123.68428244352,123.68428244352,618.4,4,5,5,3.95786750047377,13.808920374355,0.182077024,0.182077024
9,2,145.53960777216,145.53960777216,436.6,2,3,3,17.8726334639331,38.586627856571,0.185003093333333,0.185003093333333
9,3,128.815334175744,128.815334175744,386.4,2,3,3,6.28330361715118,22.8789755979904,0.159046026666667,0.159046026666667
9,4,92.227917275136,92.227917275136,276.7,2,3,3,28.0921087593698,48.3765310124631,0.10194048,0.10194048
9,5,118.582630345728,118.582630345728,355.7,2,3,3,139.188956239636,107.682453255117,0.142527893333333,0.142527893333333
9,6,105.343987193856,105.343987193856,316,2,3,3,47.859231332537,63.1430290525697,0.189250613333333,0.189250613333333
9,7,95.95942815744,95.95942815744,287.9,2,3,3,25.4112901124265,46.0103894552908,0.201993173333333,0.201993173333333
9,8,76.575058511616,76.575058511616,229.7,2,3,3,1.59090604749196,11.5123721054745,0.161877706666667,0.161877706666667
9,9,55.8710326536192,55.8710326536192,279.4,4,5,5,5.4169054895709,16.1549169253427,0.131956288,0.131956288
