"yearmo","strata","strata.n","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
200305,4,2,8546123.06123791,8546123.06123791,59822861.4,6,7,7,822868846347.776,6343165.59656855,295.839768,295.839768
200305,4,3,5970226.0045713,5970226.0045713,17910678,2,3,3,1309674470618.67,10445379.7356314,295.979794576,295.979794576
200305,4,4,923700.809867387,923700.400542474,14779206.4,13,14,16,6403793343.37581,767175.682596242,296.250653617,296.278344666286
200305,5,1,1802844.55389911,1802844.55389911,9014222.8,4,5,5,571771532447.092,5248562.39226059,295.6698672,295.6698672
200305,5,2,8546123.06123791,8546123.06123791,59822861.4,6,7,7,822868846347.776,6343165.59656855,295.839768,295.839768
200305,5,3,5970226.0045713,5970226.0045713,17910678,2,3,3,1309674470618.67,10445379.7356314,295.979794576,295.979794576
200305,5,4,1192023.56083396,1192024.41975138,8344170.9,4,5,7,16673480482.9208,1254787.74448368,296.124270934857,296.1512528
200305,5,5,774706.580665989,774706.580665989,6972359.2,8,9,9,3757309439.76441,449775.794622465,296.348951258667,296.348951258667
200305,6,1,1802844.55389911,1802844.55389911,9014222.8,4,5,5,571771532447.092,5248562.39226059,295.6698672,295.6698672
200305,6,2,8546123.06123791,8546123.06123791,59822861.4,6,7,7,822868846347.776,6343165.59656855,295.839768,295.839768
200305,6,3,5970226.0045713,5970226.0045713,17910678,2,3,3,1309674470618.67,10445379.7356314,295.979794576,295.979794576
200305,6,4,1192023.56083396,1192024.41975138,8344170.9,4,5,7,16673480482.9208,1254787.74448368,296.124270934857,296.1512528
200305,6,5,691647.08536724,691647.08536724,4149882.5,5,6,6,1054316471.49412,223966.559394415,296.306216488,296.306216488
200305,6,6,940825.571263488,940825.571263488,2822476.7,2,3,3,19170352502.1069,1263739.62020486,296.4344208,296.4344208
200305,7,1,1802844.55389911,1802844.55389911,9014222.8,4,5,5,571771532447.092,5248562.39226059,295.6698672,295.6698672
200305,7,2,8546123.06123791,8546123.06123791,59822861.4,6,7,7,822868846347.776,6343165.59656855,295.839768,295.839768
200305,7,3,5970226.0045713,5970226.0045713,17910678,2,3,3,1309674470618.67,10445379.7356314,295.979794576,295.979794576
200305,7,4,1192023.56083396,1192024.41975138,8344170.9,4,5,7,16673480482.9208,1254787.74448368,296.124270934857,296.1512528
200305,7,5,680879.875387392,680879.875387392,2042639.6,2,3,3,4999881284.9637,645390.247573315,296.26452,296.26452
200305,7,6,702414.295347087,702414.295347087,2107242.9,2,3,3,158070269.490753,114753.951451484,296.347912976,296.347912976
200305,7,7,940825.571263488,940825.571263488,2822476.7,2,3,3,19170352502.1069,1263739.62020486,296.4344208,296.4344208
200305,8,1,1132941.5193024,1132941.5193024,4531766.1,3,4,4,205178972871.344,3329100.25924346,295.6557088,295.6557088
200305,8,2,7244786.00290775,7244786.00290775,36223930,4,5,5,1807378448125.71,9331547.03647864,295.7831344,295.7831344
200305,8,3,9360462.70213752,9360462.70213752,28081388.1,2,3,3,745042921627.421,7878312.41262754,295.8964016,295.8964016
200305,8,4,5970226.0045713,5970226.0045713,17910678,2,3,3,1309674470618.67,10445379.7356314,295.979794576,295.979794576
200305,8,5,1192023.56083396,1192024.41975138,8344170.9,4,5,7,16673480482.9208,1254787.74448368,296.124270934857,296.1512528
200305,8,6,680879.875387392,680879.875387392,2042639.6,2,3,3,4999881284.9637,645390.247573315,296.26452,296.26452
200305,8,7,702414.295347087,702414.295347087,2107242.9,2,3,3,158070269.490753,114753.951451484,296.347912976,296.347912976
200305,8,8,940825.571263488,940825.571263488,2822476.7,2,3,3,19170352502.1069,1263739.62020486,296.4344208,296.4344208
200305,9,1,1132941.5193024,1132941.5193024,4531766.1,3,4,4,205178972871.344,3329100.25924346,295.6557088,295.6557088
200305,9,2,8404885.93266586,8404885.93266586,25214657.8,2,3,3,4331213773992.81,18995352.7054022,295.7548176,295.7548176
200305,9,3,6232022.3587753,6232022.3587753,18696067.1,2,3,3,537586658719.526,6692167.35843677,295.839768,295.839768
200305,9,4,8574392.15457221,8574392.15457221,34297568.6,3,4,4,1074622501951.34,7618832.29395322,295.936540664,295.936540664
200305,9,5,2022773.89433944,2022732.48055975,10113662.4,2,3,5,996961200777.982,15189043.6533414,296.0691057632,296.077298757333
200305,9,6,1299957.96778906,1299957.96778906,3899873.9,2,3,3,29382281154.4782,1564535.08676392,296.1795696,296.1795696
200305,9,7,680879.875387392,680879.875387392,2042639.6,2,3,3,4999881284.9637,645390.247573315,296.26452,296.26452
200305,9,8,702414.295347087,702414.295347087,2107242.9,2,3,3,158070269.490753,114753.951451484,296.347912976,296.347912976
200305,9,9,940825.571263488,940825.571263488,2822476.7,2,3,3,19170352502.1069,1263739.62020486,296.4344208,296.4344208
200306,0,1,1859518.62608195,1859518.62608195,55785558.8,29,30,30,107284627581083,3933795.94660647,296.8990003792,296.8990003792
200307,0,1,2438343.38239747,2438343.38239747,75588644.9,30,31,31,165000118918951,4789555.18340968,297.764707526194,297.764707526194
200308,0,1,1566364.78830871,1566364.78830871,48557308.4,30,31,31,41450739704789.7,2400596.64797153,298.642679044645,298.642679044645
200309,0,1,1918649.77055809,1918649.77055809,57559493.1,29,30,30,84947894755695.8,3500413.81885527,299.5063263728,299.5063263728
