"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,843.098645288608,843.112871156918,307736.2,354,355,365,35220175.9040176,620.339698100457,2.2361742695379,2.28474047622911
2,842.037221644488,842.031670180852,307341.5,287.651604185278,355,365,23520566.5742426,562.820227774747,2.2361742695379,2.2689054976888
3,843.280582970464,843.277058682456,307796.1,270.554570969559,355,365,9616820.61324617,371.179079860997,2.2361742695379,2.26287481483385
4,844.312016032013,844.310859137648,308173.4,231.608590357123,355,365,4622449.13086162,278.344180490779,2.2361742695379,2.26743298733528
5,843.819476959321,843.82705805988,307997,243.066820462177,355,365,4193463.80386917,258.725657725906,2.2361742695379,2.26106646478168
6,843.945354813651,843.969073122625,308048.6,183.201572674402,355,365,3693050.00720656,280.126711363646,2.2361742695379,2.26012161370686
7,844.044887300891,844.048359230789,308077.6,314.244945703642,355,365,3205956.78357353,198.732383369679,2.2361742695379,2.25829932870139
8,844.086731258034,844.09611754235,308095.1,188.473867737944,355,365,3835199.55263367,281.393569808892,2.2361742695379,2.24395413729682
9,844.450178392892,844.444027464845,308222,160.420326408861,355,365,2912447.63725205,266.094652494855,2.2361742695379,2.26329390732203
10,844.961730705858,844.965257619759,308412.4,148.728714923236,355,365,3178120.58728625,288.85779728118,2.2361742695379,2.24525997509029
11,843.845810305342,843.846200477512,308004.1,178.493348962842,355,365,2865549.17871262,250.032012244991,2.2361742695379,2.24690477435738
12,844.300049260859,844.311576914874,308173.8,189.092116244988,355,365,2489351.84708395,226.33046369751,2.2361742695379,2.23937787691385
13,844.236409509954,844.247297473474,308150.3,209.511827905121,355,365,2528971.14163825,216.586664369374,2.2361742695379,2.23357949834045
14,843.796863452581,843.818123956277,307993.6,181.359468933273,355,365,2290588.36407105,221.747772381411,2.2361742695379,2.2371127927313
