"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,1003.00861451446,999.883721495619,364957.6,115,116,365,1013220797.84143,5879.56787651319,2.41245282379648,0.883459748965517
2,1066.77513611152,1064.15848163023,388417.9,34.0456134748532,116,365,576316852.759355,8360.93033490952,2.41245282379648,1.88109415439097
3,1026.8737066385,1024.01096245279,373764,26.6266240599459,116,365,95320032.6853094,3884.72752380229,2.41245282379648,1.53694098179206
4,1018.20724727657,1016.02525935954,370849.3,37.3757210356764,116,365,56628092.4954132,2493.18513988815,2.41245282379648,1.53175437125539
5,1023.59690201744,1022.93903658363,373372.8,23.0530503056459,116,365,46455578.1698414,2936.2163520342,2.41245282379648,2.34014672229074
6,1050.42138304544,1049.67843315982,383132.6,24.4874222881065,116,365,19726501.5400168,1850.48087084013,2.41245282379648,1.85221946328429
7,1053.00425756047,1051.34228992155,383739.9,20.0990258885775,116,365,14653962.9400883,1780.57216836404,2.41245282379648,1.89941313385855
8,1059.04287256686,1059.32237712221,386652.6,16.7286357070049,116,365,17276586.7180791,2146.74346365981,2.41245282379648,1.86425271450161
9,999.606619349942,997.718000326542,364167.1,37.3457878918645,116,365,16146238.7646901,1331.86391779225,2.41245282379648,1.57436171331507
10,1033.09731632187,1031.69556832256,376568.9,21.0183685941437,116,365,14906987.9129426,1751.27778216653,2.41245282379648,1.86141872293361
11,1013.91925077009,1012.33367072318,369501.9,11.4557804752431,116,365,11287532.9191431,2174.20427664585,2.41245282379648,1.85145112253051
12,1058.91579968036,1057.43806623244,385964.8,11.6278337843197,116,365,9640993.21796105,1991.0187223531,2.41245282379648,1.92289754108556
13,1049.34255473854,1049.00878689179,382888.2,13.1123968330915,116,365,8179407.62298442,1704.78442091235,2.41245282379648,1.861014360621
14,1004.2315294622,1001.54340770527,365563.2,16.3687771500602,116,365,9988191.43536586,1652.9404185865,2.41245282379648,1.84400100653881
