"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,1716.41354491253,1716.50898081975,626525.8,341,342,365,651405188.780968,2718.57088949553,4.32613079861187,4.35154560109162
2,1690.17588093198,1690.04287625355,616865.7,327.669229029024,342,365,309153932.047246,1910.84181445554,4.32613079861187,4.2488707604299
3,1728.9537565691,1728.97918288679,631077.4,232.998857464936,342,365,138541216.065893,1519.22604995595,4.32613079861187,4.18351358482719
4,1733.92806808204,1733.92020571733,632880.9,321.855531771291,342,365,69001655.7752244,910.926900767493,4.32613079861187,4.26101578332097
5,1732.38508356801,1732.40424787279,632327.5,230.447629951172,342,365,41751614.019371,838.658996900987,4.32613079861187,4.18711920702508
6,1726.62522560127,1726.633108524,630221,131.220233093265,342,365,37491637.060292,1057.39843478872,4.32613079861187,4.25031967042829
7,1731.89341480858,1731.92032138667,632150.8,150.925929940478,342,365,34439582.144285,943.824991398832,4.32613079861187,4.2769541953905
8,1733.66796693259,1733.65818544303,632785.2,143.282560411985,342,365,32661020.5710333,943.734753517973,4.32613079861187,4.26524107515841
9,1734.24952446657,1734.22680367083,632992.8,103.00699880232,342,365,33017226.4370537,1122.83809028105,4.32613079861187,4.32030591875316
10,1735.25275686156,1735.22955576362,633358.7,104.403612393405,342,365,31849323.2549792,1095.22541906057,4.32613079861187,4.31497183372321
11,1732.48766367025,1732.51992452998,632369.9,98.0923968967935,362,385,30741224.121579,1110.91741071219,4.39928899696804,4.29181911699229
12,1733.93455091716,1733.91790125615,632879.9,87.3751192141799,342,365,27023811.3552502,1105.30954023264,4.32613079861187,4.331873639229
13,1732.56866810002,1732.55060035745,632380.8,85.3216949200618,342,365,28707924.809401,1153.24724991004,4.32613079861187,4.33158141556331
14,1738.57775292296,1738.57939091497,634581.4,93.9477989201632,376,399,26695518.9982077,1058.41026775552,4.3413520483653,4.30823912937837
