"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,742.420304987121,742.420517169739,271725.9,359,360,366,128531530.576597,1176.71776856128,1.95847292998179,1.8890596117037
2,750.237987894415,750.236225865639,274586.5,316.179144984744,360,366,33087426.3910415,636.470929926299,1.95847292998179,1.90110866082988
3,750.499384036083,750.49410747519,274680.9,298.320062439995,360,366,15334176.9647396,446.172296544042,1.95847292998178,1.89939055471546
4,747.962251147394,747.945890267053,273748.2,255.852848670048,360,366,12218924.4976542,430.356801693592,1.95847292998179,1.92576316019193
5,748.653381952523,748.653651948121,274007.2,102.94169230483,360,366,9020314.87227125,587.081886461465,1.95847292998178,1.91470066160225
6,748.862708224551,748.863353306285,274084.1,65.4154447643876,360,366,8442407.37084512,717.379188398242,1.95847292998179,1.91513793756008
7,748.386304684499,748.3752734802,273905.3,56.2409967912409,360,366,6121268.16392132,660.824707198044,1.95847292998178,1.92676286339321
8,749.007242018807,749.007676176153,274136.8,99.3846383121853,360,366,6584589.43552817,510.708496192022,1.95847292998179,1.9236970430948
9,748.980407980502,748.981681837591,274127.3,43.0351190337523,360,366,6331718.19805604,773.532658004202,1.95847292998179,1.90873834479559
10,749.204948950317,749.204976305536,274208.9,47.9884510246937,360,366,5033693.88472316,651.194795058066,1.95847292998179,1.91046882948645
11,749.219240000677,749.222904760574,274215.6,36.3039019717375,360,366,5636100.42981728,798.867167517203,1.95847292998178,1.91430883906578
12,748.727373742973,748.722350378572,274032.3,35.410106689432,360,366,4692552.2553585,738.720754015268,1.95847292998179,1.9250986112648
13,749.01541040264,749.004664216052,274135.6,43.2157624552509,360,366,5278446.45548865,704.70749164104,1.95847292998179,1.92219249325571
14,748.469588125331,748.465141046489,273938.3,20.1675943015106,360,366,4793699.09417641,1016.44461745256,1.95847292998179,1.93485644050982
