"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,1330.47486181022,1329.68523202282,485335.1,46,47,365,651717669.78857,7576.56027296827,2.92330790042427,2.86193680204255
2,1359.82132205591,1356.31345444339,495054.4,29.7710731427152,47,365,181924517.789619,5050.12480559074,2.92330790042427,3.0496862947522
3,1382.06661181543,1378.85723417971,503282.9,40.8150448035132,47,365,79877587.2017118,2825.62659533978,2.92330790042427,2.82213369675646
4,1360.9818799302,1361.17959301323,496830.6,25.5562201256201,47,365,66081413.6805125,3308.12746604302,2.92330790042427,3.02327624619999
5,1313.8994331527,1312.99150530409,479241.9,31.7524462073948,47,365,56215100.0378289,2711.1124262504,2.92330790042427,3.01078537625571
6,1368.75300760165,1370.22773251998,500133.2,20.9421027636654,47,365,41839568.8085894,2939.9454391267,2.92330790042427,2.83295584028581
7,1335.92227272054,1334.86851373822,487227,20.0212148051044,47,365,35080492.4138393,2760.98992195657,2.92330790042427,2.97111461388093
8,1325.69398687089,1326.11653261904,484032.7,21.2168102928485,47,365,24436783.6607888,2230.46043050055,2.92330790042427,3.21880777517724
9,1322.65289505728,1320.93749831259,482142.2,18.4886499455945,47,365,21639826.2020625,2268.62203404741,2.92330790042427,3.06354792448135
10,1330.33226271744,1330.04140518166,485465.2,10.0321206022578,47,365,18607572.2849281,3033.20866185667,2.92330790042427,3.0029750714524
11,1332.75513741064,1332.74373145523,486451.6,10.1699767893354,47,365,22585027.7828696,3312.90960873558,2.92330790042427,3.04797315733333
12,1365.45275277843,1363.47935882488,497670.1,5.66779416368515,47,365,33716782.8590839,6053.9045152159,2.92330790042427,3.01366345356956
