"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19,22,30,NA,NA,NA,NA,NA,NA,NA,NA
1,5,19,22,30,NA,NA,NA,NA,NA,NA,NA
1,5,14,19,22,30,NA,NA,NA,NA,NA,NA
1,5,9,13,19,22,30,NA,NA,NA,NA,NA
1,5,9,13,19,22,25,30,NA,NA,NA,NA
1,5,8,11,14,19,22,25,30,NA,NA,NA
1,4,7,11,14,17,20,23,28,31,NA,NA
