"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,21,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,21,25,31,NA,NA,NA,NA,NA,NA,NA,NA
1,4,21,25,31,NA,NA,NA,NA,NA,NA,NA
1,4,14,21,25,31,NA,NA,NA,NA,NA,NA
1,4,14,17,21,25,31,NA,NA,NA,NA,NA
1,4,14,17,21,24,27,31,NA,NA,NA,NA
1,6,9,12,16,20,23,27,31,NA,NA,NA
1,5,8,11,14,17,20,23,27,31,NA,NA
