"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
9,21.60312458112,21.60312458112,648.1,2.18222238663015,30,30,1501.42146246126,104.292518152062,0.21662352,0.21662352
