"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,371.849403399868,371.849403399868,11527.3,30,31,31,1241528.44139523,415.462078296943,2.75741066651183,2.75741066651183
2,371.849403399868,371.849403399868,11527.3,16.1672948934084,31,31,976852.928084896,520.651672572606,2.75741066651183,2.75741066651183
3,371.849403399868,371.849403399868,11527.3,14.9960407133249,31,31,632795.431025444,437.853076587344,2.75741066651183,2.75741066651183
4,371.849403399868,371.849403399868,11527.3,7.117607828872,31,31,530765.692948109,643.566773010646,2.75741066651183,2.75741066651183
5,371.849403399868,371.849403399868,11527.3,4.99804005820795,31,31,387040.472341187,715.419847705487,2.75741066651183,2.75741066651183
6,371.849403399868,371.849403399868,11527.3,4.88371993077998,31,31,382576.008159196,724.656819488087,2.75741066651183,2.75741066651183
7,371.849403399868,371.849403399868,11527.2,4.78889289348567,31,31,378837.836874965,732.696081129461,2.75741066651183,2.75741066651183
8,371.849403399868,371.849403399868,11527.2,4.78905766130224,31,31,378844.516286347,732.681950942868,2.75741066651183,2.75741066651183
9,371.849403399868,371.849403399868,11527.2,4.78704193812949,31,31,378764.769850694,732.856801537772,2.75741066651183,2.75741066651183
