"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,27,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19,27,30,NA,NA,NA,NA,NA,NA,NA,NA
1,19,22,27,30,NA,NA,NA,NA,NA,NA,NA
1,16,19,22,27,30,NA,NA,NA,NA,NA,NA
1,5,16,19,22,27,30,NA,NA,NA,NA,NA
1,4,9,16,19,22,27,30,NA,NA,NA,NA
1,4,9,13,16,19,22,27,30,NA,NA,NA
1,4,8,12,15,18,21,25,28,31,NA,NA
