"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,210.98887643752,210.98887643752,6540.7,30,31,31,588680.782367803,286.083613034421,1.50432238795699,1.50432238795699
2,210.98887643752,210.98887643752,6540.7,15.0320597150834,31,31,421902.200522435,357.018761558239,1.50432238795699,1.50432238795699
3,210.98887643752,210.98887643752,6540.6,14.472501728988,31,31,420669.826254287,364.547810607896,1.50432238795699,1.50432238795699
4,210.98887643752,210.98887643752,6540.6,4.9624383362802,31,31,354134.043422471,688.267371751868,1.50432238795699,1.50432238795699
5,210.98887643752,210.98887643752,6540.6,4.80246508739803,31,31,348467.05422276,701.091730048916,1.50432238795699,1.50432238795699
6,210.98887643752,210.98887643752,6540.7,4.72489122130552,31,31,345629.763731116,707.604236642046,1.50432238795699,1.50432238795699
7,210.98887643752,210.98887643752,6540.7,4.72331365887337,31,31,345572.065116257,707.739417943592,1.50432238795699,1.50432238795699
8,210.98887643752,210.98887643752,6540.7,4.72057506101032,31,31,345471.826417548,707.974275688738,1.50432238795699,1.50432238795699
9,210.98887643752,210.98887643752,6540.6,4.72143680780731,31,31,345503.396009706,707.900365839081,1.50432238795699,1.50432238795699
