"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,652.152789556415,649.303884594151,236995.9,46,47,365,664750234.469861,7651.9404943241,2.92330790042427,2.86193680204255
2,649.768301864602,647.343345480955,236280.3,41.3424164359882,47,365,112813099.968918,3335.22609480277,2.92330790042427,2.87359142477978
3,652.280633626992,653.334914916985,238467.2,27.1406668968876,47,365,45419564.9891153,2653.6729794284,2.92330790042427,2.86084283268487
4,642.70831324085,643.365160588831,234828.4,20.8387272333316,47,365,25862155.5393287,2317.84377556858,2.92330790042427,3.02247531509198
5,643.163771315949,644.719813712026,235322.8,17.6480207372862,47,365,22928807.4597912,2398.13664910001,2.92330790042427,3.00058079026849
6,652.308715395985,651.856662335107,237927.7,10.109672336525,47,365,16519541.6889633,2844.03195241218,2.92330790042427,2.88076710923633
7,667.306432203581,668.64774508846,244056.3,11.2828391216085,47,365,14578152.7132018,2494.20734526434,2.92330790042427,2.71898653845114
8,669.68058445459,671.04679134279,244932.1,14.4608988536833,47,365,13224123.1385496,2044.90416334845,2.92330790042427,2.71467520181896
9,665.631619090261,667.297057356838,243563.4,5.67210027870998,47,365,11717481.0028523,3566.80421850462,2.92330790042427,2.6775776793169
10,652.957011506294,654.910480455863,239042.3,4.20872715031362,47,365,12891848.0132266,4765.69090510264,2.92330790042427,2.77894096953818
11,672.060018000938,673.573842792315,245854.4,8.24066269906918,47,365,11716971.5421432,2735.79342388245,2.92330790042427,2.60682693693759
12,666.815937422347,668.588084339341,244034.6,7.0115818141271,47,365,14767753.6060834,3430.56734158209,2.92330790042427,2.79730387028164
