"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,600.624349890122,600.621625160742,219226.9,362,363,365,67333748.1403433,848.134309604883,2.2361742695379,2.24849186364004
2,600.624080733405,600.623526092787,219227.6,272.026193104874,363,365,42513502.8097275,778.292235504694,2.2361742695379,2.24595187197758
3,600.624080733405,600.623526092787,219227.5,153.886907288098,363,365,18079947.6929566,677.134100382434,2.2361742695379,2.24595187197758
4,600.624107126868,600.624051443901,219227.8,177.866681565861,363,365,15543321.6696119,583.361497875362,2.2361742695379,2.24651610630212
5,600.624080733405,600.623526092787,219227.7,55.9755284549783,363,365,11158169.2694134,894.405993248695,2.2361742695379,2.24595187197758
6,600.624472984859,600.624483468716,219227.9,74.1634479101489,363,365,12364114.2443255,813.539146656974,2.2361742695379,2.2361857347941
7,600.623982219485,600.615015413833,219224.5,45.7181575407256,363,365,9002120.83518402,893.349840689904,2.2361742695379,2.23841004705565
8,600.624080733405,600.623526092787,219227.5,44.9171594721409,363,365,9483322.5474948,925.503332666085,2.2361742695379,2.24595187197758
9,600.623968127695,600.61538029737,219224.6,97.82217330247,363,365,8761459.47607674,593.913808797037,2.2361742695379,2.23824300295786
10,600.623971415148,600.614922024422,219224.3,78.7309386903787,363,365,8535780.17449649,655.425437475082,2.2361742695379,2.23826699291783
11,600.62461792123,600.624635403605,219228.1,26.7055552937621,363,365,8763560.33238616,1175.9939107124,2.2361742695379,2.23618008805845
12,600.62461792123,600.624639689231,219228,35.0983877766841,363,365,7926514.58687188,964.657528226005,2.2361742695379,2.23618246836231
13,600.624426734952,600.624426734952,219228,31.126415236186,363,365,7907348.89393793,1027.79378298705,2.2361742695379,2.23617329978447
14,600.623978628215,600.615023125433,219224.5,26.0270686743144,363,365,7712992.25507949,1118.92386596203,2.2361742695379,2.23835604555236
