"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,421.495602912242,421.487421837943,154264.4,359,360,366,47022371.3775625,711.737314560246,1.95847292998179,1.8890596117037
2,418.434806915912,418.42529752699,153143.7,199.139948994751,360,366,34133709.869157,816.409450900865,1.95847292998179,1.90577145168347
3,418.479932117117,418.475190138778,153161.9,167.809697157747,360,366,31177168.0969158,850.944564132429,1.95847292998179,1.90436940588749
4,420.080710401629,420.064468710139,153743.6,113.681112980532,360,366,28982329.5267033,1000.27252773857,1.95847292998179,1.91506315618935
5,416.495754358344,416.479900663452,152431.7,191.738450525195,360,366,26253665.3011486,729.857951949581,1.95847292998178,1.91110725825351
6,416.673587703368,416.66352966176,152498.9,161.950807281089,360,366,24747240.3969512,771.92911328274,1.95847292998178,1.91658496768134
7,416.886011634611,416.876539210149,152576.8,158.689771421779,360,366,21510682.4710036,727.152338815486,1.95847292998179,1.94896416202291
8,416.734879810999,416.732941657551,152524.2,123.284135709203,360,366,23241524.3513967,859.430609355242,1.95847292998178,1.91356532313556
9,417.686533918151,417.689446756947,152874.3,37.4922638182006,360,366,20895897.1586076,1511.9865853799,1.95847292998179,1.9108667881205
10,418.791186916775,418.7941245859,153278.5,79.0442719287058,360,366,17082057.4721169,925.299705466267,1.95847292998179,1.95125383767034
11,417.196716862513,417.185670149831,152689.9,60.8569965893845,360,366,20237461.3551453,1153.16552108833,1.95847292998178,1.92288851357457
12,416.62092708721,416.624979950026,152484.8,29.1566546928699,360,366,15046597.0106366,1468.89594387751,1.95847292998179,1.90758701890182
13,416.613369905306,416.609797406411,152479.1,27.8977230052368,360,366,14429151.2272765,1473.41141742556,1.95847292998179,1.89467225645018
14,417.749460775655,417.750118811232,152896.4,24.3721999688135,360,366,11578206.5474589,1421.38189799133,1.95847292998178,1.90989873420767
