"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,1046.00890070793,1044.34080264742,381184.4,115,116,365,1791624134.46877,7818.38068036114,2.41245282379648,0.883459748965517
2,994.016562353989,999.269177852802,364733.3,64.0001595806736,116,365,766564437.76717,6913.85872184992,2.41245282379648,1.17987132240503
3,989.881798653813,986.405240230931,360038,90.7616408728273,116,365,549157104.634919,4886.23343938122,2.41245282379648,1.06572990841937
4,1041.3572072869,1038.73242300605,379137.4,29.2410016811855,116,365,320905792.505651,6772.97200743051,2.41245282379648,1.82817219172709
5,1043.81284319308,1044.03319536508,381072.2,28.6147656697189,116,365,334912696.646755,7001.10872315135,2.41245282379648,1.84395895148428
6,993.964624940668,996.901899673246,363869.2,8.17632233717475,116,365,315226543.819343,14264.7646135295,2.41245282379648,2.00883495264536
7,982.054369026508,984.482621935897,359336.3,11.715959805638,116,365,314197332.763346,11313.6124965151,2.41245282379648,1.96900483669354
8,1009.53726813636,1008.75548265329,368195.7,13.0956740608163,116,365,309351457.908118,10492.2249374061,2.41245282379648,1.87262286701334
9,1023.09767512877,1025.53561343967,374320.7,6.9869029146073,116,365,251520957.328791,14192.9256688891,2.41245282379648,2.23159633453533
10,987.282192921143,990.37657952622,361487.5,9.82211620472666,116,365,292864671.319795,12196.6452704157,2.41245282379648,2.40127957211725
11,996.162208834376,999.669129383933,364879.2,6.81111083358522,116,365,245079664.693248,14264.3970844304,2.41245282379648,2.16232881770472
12,1011.58465761291,1016.49174398074,371019.3,9.01343348131985,116,365,286891799.916345,12759.6292432227,2.41245282379648,1.62015075471781
13,993.744282909336,994.176592469165,362874.4,10.3254699461428,116,365,301374784.036059,11986.3898674052,2.41245282379648,1.92969849697126
14,1043.81603779314,1046.62635337452,382018.8,5.56035080431257,116,365,259592252.574697,17044.8428024388,2.41245282379648,1.92682590098265
