"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,705.957840573702,695.075334248958,253702.5,40,41,365,8223243323.40428,28978.3790433389,2.02308091984031,1.5948988675122
2,894.772781901772,906.553532537546,330892,34.302164999105,41,365,2828566684.67486,18448.3491827558,2.02308091984031,1.62888505051955
3,695.687938807292,707.13519221847,258104.3,14.2090190023418,41,365,1746390581.71561,23745.0858422446,2.02308091984031,1.70251425223678
4,673.722624061841,690.264509567589,251946.6,2.8444397188758,41,365,1320800481.30561,70748.7616890909,2.02308091984031,1.6977487299789
5,657.278910559575,667.233002256814,243540,4.49016446225883,41,365,975928104.449318,39228.956064868,2.02308091984031,1.78012682109746
6,661.189085481403,676.905524344598,247070.4,4.57436481052411,41,365,1063545803.58512,40319.0095751573,2.02308091984031,1.73509271888219
7,648.066038508655,657.435070048301,239963.9,2.34675136957054,41,365,834191437.451726,70651.4578210355,2.02308091984031,1.79657834209521
8,740.561852255126,751.408373423181,274263.9,2.47792651643128,41,365,860726828.462996,67049.2891713454,2.02308091984031,1.86091057914879
9,646.031217854174,655.32172898117,239192.5,2.35800152204647,41,365,836143284.764964,70304.2354468106,2.02308091984031,1.76292937339112
10,687.22104980426,696.601795540471,254259.5,2.42029419377351,41,365,757248270.380009,64744.3955377437,2.02308091984031,1.73850634144731
11,815.86722109595,831.108536140455,303354.6,2.3937633146318,41,365,1681351531.3678,97814.6486176928,2.02308091984031,1.81997607659543
