"yearmo","strata","strata.n","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
200210,6,5,98.7337401045984,98.7337401045984,789.9,7,8,8,92.28803184338,68.6871977154609,290.218299166,290.218299166
200210,6,6,45.996584548159,45.9959954190057,230,2,3,5,227.318941929824,229.355476583597,290.4010734912,290.391946042667
200210,7,1,500.51593170432,500.51593170432,2002.1,3,4,4,3443.84470578265,431.302751366222,289.6525472,289.6525472
200210,7,2,307.952657014072,307.952657014072,1539.8,4,5,5,401.06942155439,139.007705779643,289.7790383456,289.7790383456
200210,7,3,384.05219539968,384.05219539968,1152.2,2,3,3,278.781903101378,152.39644682381,289.89324,289.89324
200210,7,4,338.228610141773,338.228610141773,1014.7,2,3,3,156.923246234688,114.336842326713,289.976632976,289.976632976
200210,7,5,267.31974398976,267.31974398976,802,2,3,3,488.531231094353,201.738468029046,290.0631408,290.0631408
200210,7,6,98.7337401045984,98.7337401045984,789.9,7,8,8,92.28803184338,68.6871977154609,290.218299166,290.218299166
200210,7,7,45.996584548159,45.9959954190057,230,2,3,5,227.318941929824,229.355476583597,290.4010734912,290.391946042667
200210,8,1,500.51593170432,500.51593170432,2002.1,3,4,4,3443.84470578265,431.302751366222,289.6525472,289.6525472
200210,8,2,307.952657014072,307.952657014072,1539.8,4,5,5,401.06942155439,139.007705779643,289.7790383456,289.7790383456
200210,8,3,384.05219539968,384.05219539968,1152.2,2,3,3,278.781903101378,152.39644682381,289.89324,289.89324
200210,8,4,338.228610141773,338.228610141773,1014.7,2,3,3,156.923246234688,114.336842326713,289.976632976,289.976632976
200210,8,5,267.31974398976,267.31974398976,802,2,3,3,488.531231094353,201.738468029046,290.0631408,290.0631408
200210,8,6,87.7471059429734,87.7471059429734,438.7,4,5,5,94.2557552785612,67.3880731729198,290.1754735456,290.1754735456
200210,8,7,117.04479704064,117.04479704064,351.1,2,3,3,279.581319573961,152.614791373727,290.2896752,290.2896752
200210,8,8,45.996584548159,45.9959954190057,230,2,3,5,227.318941929824,229.355476583597,290.4010734912,290.391946042667
200210,9,1,500.51593170432,500.51593170432,2002.1,3,4,4,3443.84470578265,431.302751366222,289.6525472,289.6525472
200210,9,2,304.581858034867,304.581858034867,913.7,2,3,3,1270.71498178336,325.361848890098,289.750098576,289.750098576
200210,9,3,325.54610735616,325.54610735616,976.6,2,3,3,209.031964827142,131.962004411466,289.8366064,289.8366064
200210,9,4,372.62162415865,372.62162415865,1490.5,3,4,4,323.560665335019,132.202086268644,289.934547132,289.934547132
200210,9,5,300.70647447552,300.70647447552,902.1,2,3,3,209.3179741276,132.052252472616,290.034824,290.034824
200210,9,6,142.0377484032,142.0377484032,426.1,2,3,3,1954.66999663207,403.533203890959,290.1197744,290.1197744
200210,9,7,79.3991339783424,79.3991339783424,238.2,2,3,3,17.4608973890027,38.1395735044222,290.203167376,290.203167376
200210,9,8,117.04479704064,117.04479704064,351.1,2,3,3,279.581319573961,152.614791373727,290.2896752,290.2896752
200210,9,9,45.996584548159,45.9959954190057,230,2,3,5,227.318941929824,229.355476583597,290.4010734912,290.391946042667
200211,0,1,758.32964743991,758.32964743991,22749.9,29,30,30,17858167.3527031,1604.95006157548,290.8978634304,290.8978634304
200212,0,1,1688.67377500516,1688.67377500516,52348.9,30,31,31,7885790.39247346,1047.06988123031,291.761696644645,291.761696644645
200301,0,1,2246.56772995117,2246.56772995117,69643.6,30,31,31,1070440.30919273,385.775177884775,292.642983969032,292.642983969032
200302,0,1,3967.9858309723,3967.9858309723,111103.6,27,28,28,58559063.1938752,3021.73700319822,293.476483268,293.476483268
200303,0,1,3217.65110171558,3217.65110171558,99747.2,30,31,31,32598947.9420021,2128.89795599909,294.3106608,294.3106608
200304,0,1,1009.4513998669,1009.4513998669,30283.5,29,30,30,21326482.6335249,1753.89139037049,295.1737781016,295.1737781016
200305,1,1,1682.07704888769,1682.07665546626,52144.4,28,29,31,50337521.546663,2746.52261847232,296.0379856,296.036686932965
200305,2,1,2005.34503331441,2005.3459833806,52139,23,24,26,50396.3037888024,2517.66178457472,295.967373302769,295.959919722
200305,2,2,130.590336085171,130.590336085171,653,4,5,5,6366.06034759328,553.814695362406,296.4051695456,296.4051695456
200305,3,1,144.789162734592,144.789162734592,723.9,4,5,5,22877.5454848291,1049.86586056077,295.6698672,295.6698672
200305,3,2,2558.15417961444,2558.15297818309,51163.1,17,18,20,13655.6889089039,1195.93296446263,296.0240608136,296.020421318222
200305,3,3,334.977584498496,334.977584498496,2009.9,5,6,6,46023.7347237311,1479.75089560738,296.391166888,296.391166888
200305,4,1,144.789162734592,144.789162734592,723.9,4,5,5,22877.5454848291,1049.86586056077,295.6698672,295.6698672
200305,4,2,2775.39102270613,2775.39063924138,44406.3,13,14,16,5505.10244565503,711.309938683812,295.967485617,295.954724094857
200305,4,3,1709.86479704064,1709.86479704064,8549.3,4,5,5,17321.9055823502,913.538665077229,296.26452,296.26452
200305,4,4,130.590336085171,130.590336085171,653,4,5,5,6366.06034759328,553.814695362406,296.4051695456,296.4051695456
200305,5,1,144.789162734592,144.789162734592,723.9,4,5,5,22877.5454848291,1049.86586056077,295.6698672,295.6698672
200305,5,2,2868.33004446491,2868.33004446491,28683.3,9,10,10,7359.05100656079,646.863171849413,295.8817759728,295.8817759728
200305,5,3,2468.94488212577,2468.9433935639,17282.6,4,5,7,7005.08230356167,813.324316068452,296.124270934857,296.1512528
200305,5,4,1593.4933168704,1593.4933168704,6374,3,4,4,6267.53419285124,581.847007245377,296.2786784,296.2786784
200305,5,5,130.590336085171,130.590336085171,653,4,5,5,6366.06034759328,553.814695362406,296.4051695456,296.4051695456
200305,6,1,144.789162734592,144.789162734592,723.9,4,5,5,22877.5454848291,1049.86586056077,295.6698672,295.6698672
200305,6,2,2808.02339914041,2808.02339914041,19656.2,6,7,7,13579.3471399644,814.854718173097,295.839768,295.839768
200305,6,3,3009.35876321279,3009.3580764157,15046.8,2,3,5,1381.04807169967,565.321756512971,296.0106032544,295.979794576
200305,6,4,2469.16984422579,2469.16984422579,12345.8,4,5,5,7006.40248049344,581.000679969421,296.1512528,296.1512528
200305,6,5,1593.4933168704,1593.4933168704,6374,3,4,4,6267.53419285124,581.847007245377,296.2786784,296.2786784
200305,6,6,130.590336085171,130.590336085171,653,4,5,5,6366.06034759328,553.814695362406,296.4051695456,296.4051695456
200305,7,1,144.789162734592,144.789162734592,723.9,4,5,5,22877.5454848291,1049.86586056077,295.6698672,295.6698672
200305,7,2,2706.08466203136,2706.08466203136,8118.3,2,3,3,64631.4592553038,2320.40895555891,295.7831344,295.7831344
200305,7,3,2884.4774519722,2884.4774519722,11537.9,3,4,4,10717.1671996879,760.852465029806,295.8822432,295.8822432
200305,7,4,3009.35876321279,3009.3580764157,15046.8,2,3,5,1381.04807169967,565.321756512971,296.0106032544,295.979794576
200305,7,5,2469.16984422579,2469.16984422579,12345.8,4,5,5,7006.40248049344,581.000679969421,296.1512528,296.1512528
200305,7,6,1593.4933168704,1593.4933168704,6374,3,4,4,6267.53419285124,581.847007245377,296.2786784,296.2786784
200305,7,7,130.590336085171,130.590336085171,653,4,5,5,6366.06034759328,553.814695362406,296.4051695456,296.4051695456
200305,8,1,144.789162734592,144.789162734592,723.9,4,5,5,22877.5454848291,1049.86586056077,295.6698672,295.6698672
200305,8,2,2706.08466203136,2706.08466203136,8118.3,2,3,3,64631.4592553038,2320.40895555891,295.7831344,295.7831344
200305,8,3,2959.58823063306,2959.58823063306,8878.8,2,3,3,10101.0369375283,917.329862797589,295.864969952,295.864969952
200305,8,4,2915.02775792148,2915.02775792148,8745.1,2,3,3,16562.8152958519,1174.65310641736,295.9530352,295.9530352
200305,8,5,2724.28486360723,2724.27994002347,13621.4,2,3,5,13466.611679064,1765.30792260998,296.0691057632,296.077298757333
200305,8,6,2371.32231975936,2371.32231975936,7114,2,3,3,9678.24832092773,897.926797237551,296.1795696,296.1795696
200305,8,7,1593.4933168704,1593.4933168704,6374,3,4,4,6267.53419285124,581.847007245377,296.2786784,296.2786784
200305,8,8,130.590336085171,130.590336085171,653,4,5,5,6366.06034759328,553.814695362406,296.4051695456,296.4051695456
200305,9,1,144.789162734592,144.789162734592,723.9,4,5,5,22877.5454848291,1049.86586056077,295.6698672,295.6698672
200305,9,2,2706.08466203136,2706.08466203136,8118.3,2,3,3,64631.4592553038,2320.40895555891,295.7831344,295.7831344
200305,9,3,2959.58823063306,2959.58823063306,8878.8,2,3,3,10101.0369375283,917.329862797589,295.864969952,295.864969952
200305,9,4,2915.02775792148,2915.02775792148,8745.1,2,3,3,16562.8152958519,1174.65310641736,295.9530352,295.9530352
200305,9,5,2724.28486360723,2724.27994002347,13621.4,2,3,5,13466.611679064,1765.30792260998,296.0691057632,296.077298757333
200305,9,6,2371.32231975936,2371.32231975936,7114,2,3,3,9678.24832092773,897.926797237551,296.1795696,296.1795696
200305,9,7,1672.35314697216,1672.35314697216,5017.1,2,3,3,72.792882316384,77.8730187048336,296.26452,296.26452
200305,9,8,627.269427925632,627.269427925632,1881.8,2,3,3,144603.922113176,3470.82397276064,296.347912976,296.347912976
200305,9,9,42.68574107136,42.68574107136,128.1,2,3,3,72.8949679729264,77.927604625496,296.4344208,296.4344208
200306,0,1,1418.51335494927,1418.51335494927,42555.4,29,30,30,66602026.1746168,3099.46545484387,296.8990003792,296.8990003792
200307,0,1,2687.84589016071,2687.84589016071,83323.2,30,31,31,28739842.0051134,1998.91920668587,297.764707526194,297.764707526194
200308,0,1,1906.91132283415,1906.91132283415,59114.3,30,31,31,52971791.7316203,2713.78466619273,298.642679044645,298.642679044645
200309,0,1,1907.45386087879,1907.45386087879,57223.6,29,30,30,45411733.8118178,2559.33491386858,299.5063263728,299.5063263728
