"yearmo","strata","strata.n","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
200305,8,2,613220.796301824,613220.796301824,3066104,4,5,5,553818519.422589,163347.629729144,295.8114512,295.8114512
200305,8,3,425399.456133711,425399.456133711,1701597.8,3,4,4,747111134.641894,200887.564423601,295.936540664,295.936540664
200305,8,4,642075.372053148,642076.985230028,3210384.9,2,3,5,1489001979.07741,587001.132685178,296.0691057632,296.077298757333
200305,8,5,767698.423031808,767698.423031808,2303095.3,2,3,3,78581248.8989035,80909.9654209791,296.1795696,296.1795696
200305,8,6,854096.364255744,854096.364255744,2562289.1,2,3,3,186349778.729947,124596.829927735,296.26452,296.26452
200305,8,7,966144.619619758,966144.619619758,2898433.9,2,3,3,754717766.153644,250746.476429633,296.347912976,296.347912976
200305,8,8,1066310.83616717,1066310.83616717,3198932.5,2,3,3,35712500.1684546,54544.7153771291,296.4344208,296.4344208
200305,9,1,1292275.73321626,1292275.73321626,6461378.7,4,5,5,1241782004.49354,244597.368749193,295.6698672,295.6698672
200305,9,2,625543.769286144,625543.769286144,1876631.3,2,3,3,1490879102.49246,352422.612126989,295.7831344,295.7831344
200305,9,3,563513.217183867,563513.217183867,1690539.7,2,3,3,1139773693.20915,308142.687945486,295.864969952,295.864969952
200305,9,4,400176.948877978,400176.948877978,1200530.8,2,3,3,219585799.334186,135252.305732919,295.9530352,295.9530352
200305,9,5,642075.372053148,642076.985230028,3210384.9,2,3,5,1489001979.07741,587001.132685178,296.0691057632,296.077298757333
200305,9,6,767698.423031808,767698.423031808,2303095.3,2,3,3,78581248.8989035,80909.9654209791,296.1795696,296.1795696
200305,9,7,854096.364255744,854096.364255744,2562289.1,2,3,3,186349778.729947,124596.829927735,296.26452,296.26452
200305,9,8,966144.619619758,966144.619619758,2898433.9,2,3,3,754717766.153644,250746.476429633,296.347912976,296.347912976
200305,9,9,1066310.83616717,1066310.83616717,3198932.5,2,3,3,35712500.1684546,54544.7153771291,296.4344208,296.4344208
200306,0,1,828975.046518474,828975.046518474,24869251.4,29,30,30,3025524982725.85,660607.425767503,296.8990003792,296.8990003792
200307,0,1,477666.105444217,477666.105444217,14807649.3,30,31,31,1215935532882.63,411157.605105756,297.764707526194,297.764707526194
200308,0,1,600191.954990604,600191.954990604,18605950.6,30,31,31,1413312008575.04,443273.814837244,298.642679044645,298.642679044645
200309,0,1,665432.159321581,665432.159321581,19962964.8,29,30,30,1468353534853.03,460212.484657441,299.5063263728,299.5063263728
