"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
6,46.8416685072331,46.8416685072331,1405.4,10.840806232094,30,30,27370.5179718146,110.791513056053,0.3760895792,0.3760895792
