"strata","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
1,278.768868380053,282.190570358984,102999.6,45,46,365,327453817.003736,5433.13544525635,2.92330790042427,2.91805239582609
2,251.80365493516,253.001605797383,92345.6,40.5033206335793,46,365,154304880.756505,3943.29208975035,2.92330790042427,2.88238441456935
3,229.624359007136,227.406890572934,83003.5,9.95770938765092,46,365,90605557.1998232,6724.96482247756,2.92330790042427,2.85358977150233
4,239.274226821271,237.094982613518,86539.7,9.82419621704485,46,365,52924868.2812324,5184.15644260814,2.92330790042427,2.87156886453786
5,251.36700248294,250.092985017294,91283.9,8.92147160434065,46,365,44657340.9951641,5067.96940311569,2.92330790042427,2.82530290147945
6,251.998944930713,251.002150342098,91615.7,8.04190283651048,46,365,44886933.3907865,5443.10715812884,2.92330790042427,2.95262792600663
7,250.642854190781,248.360636961931,90651.6,8.18767737279078,46,365,45206865.8221537,5396.99215460652,2.92330790042427,3.04905341954825
8,241.568318466752,239.422247041956,87389.1,9.33384858821398,46,365,40394925.3473549,4680.50811649738,2.92330790042427,2.74497029488706
9,230.169784985163,227.481617188972,83030.8,10.6286617260852,46,365,38527897.2520715,4208.42820077962,2.92330790042427,2.70166790445158
10,250.109021482738,250.436838524399,91409.4,9.00487234982928,46,365,41374863.2726369,4848.60115094258,2.92330790042427,2.92496278002557
11,266.476664960797,266.567677564413,97297.1,6.51287777966913,46,365,45615570.3700786,6354.09728551528,2.92330790042427,3.19033192566941
12,236.193055957751,234.331715842502,85531,9.32858021778997,46,365,39041236.4710715,4603.09435703782,2.92330790042427,2.67229242617717
